face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003334_face0.jpg,White,White,Male,20-29,"[9.9988610e-01 8.3773699e-08 1.6802287e-05 1.3967775e-07 3.2595014e-07
 4.2862868e-07 9.6101074e-05]",[9.9992532e-01 2.6095831e-06 1.5419322e-05 5.6653233e-05],[9.9999994e-01 4.6605599e-08],"[4.8109595e-08 4.0296698e-05 5.5983797e-02 8.8433623e-01 5.6265946e-02
 3.3394261e-03 3.4004119e-05 2.6097919e-07 3.8350811e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003339_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[2.0447690e-02 2.7801082e-01 5.7812828e-01 1.4939329e-04 4.1797725e-03
 1.1407438e-01 5.0096801e-03]",[0.00582844 0.64604145 0.00141956 0.3467105 ],[9.9999762e-01 2.3488985e-06],"[3.8673915e-07 4.3567528e-05 4.8679918e-02 7.2806931e-01 2.1077852e-01
 1.2056881e-02 3.6332483e-04 7.8861149e-06 1.6245636e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003504_face0.jpg,Middle Eastern,White,Male,20-29,"[4.1781491e-01 1.7547510e-04 1.2004364e-01 4.3568976e-05 1.2847816e-04
 1.4072318e-03 4.6038669e-01]",[9.9090350e-01 2.0016541e-03 7.6105009e-04 6.3337553e-03],[9.9998426e-01 1.5749492e-05],"[1.1130451e-06 6.8850990e-05 1.0720430e-02 8.7457246e-01 1.1320225e-01
 1.4305573e-03 4.3842429e-06 7.8406401e-08 1.5685535e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003679_face0.jpg,Black,Black,Male,20-29,"[8.3366575e-07 9.9968612e-01 8.2958933e-05 1.2652650e-08 1.0345788e-06
 2.2301529e-04 6.1233341e-06]",[6.1664667e-07 9.9993372e-01 6.7192707e-07 6.4990068e-05],[1.0000000e+00 4.5379234e-09],"[8.60217730e-10 3.78831686e-07 4.21588728e-03 8.93244386e-01
 1.01546675e-01 9.89587395e-04 3.07203572e-06 2.06516617e-08
 2.85726054e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003723_face0.jpg,White,White,Male,20-29,"[5.4962826e-01 4.0684213e-04 2.3878132e-01 9.6074313e-05 3.1905822e-04
 1.1621373e-03 2.0960627e-01]",[0.89157784 0.08916607 0.00324202 0.016014  ],[1.0000000e+00 2.0435587e-08],"[4.1704875e-09 2.5779007e-05 4.2582649e-01 5.6870490e-01 5.4216585e-03
 2.1157055e-05 4.8563098e-08 1.4623489e-09 8.8236215e-12]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003820_face0.jpg,White,White,Male,20-29,"[5.0160915e-01 9.4623526e-04 4.2769596e-01 2.8172103e-04 1.0784635e-03
 2.5431397e-03 6.5845288e-02]",[0.9193758  0.03102661 0.00565712 0.04394051],[9.9999988e-01 1.1880025e-07],"[2.0175882e-08 1.6017474e-06 1.2681641e-03 6.6552997e-01 3.2877418e-01
 4.4177119e-03 8.2615425e-06 5.6206829e-08 5.7034871e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1003893_face0.jpg,Black,Black,Male,20-29,"[2.3530440e-07 9.9998933e-01 2.1292885e-06 8.4389654e-08 2.7296612e-06
 5.4122397e-06 1.7180263e-07]",[1.3030304e-06 9.9999130e-01 4.5497864e-06 2.8795575e-06],[9.9981564e-01 1.8435616e-04],"[8.9008768e-07 2.3830112e-03 2.3026492e-01 7.2087902e-01 4.4961866e-02
 1.4895755e-03 1.9723950e-05 9.6009217e-07 1.5064484e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1004042_face0.jpg,Black,Black,Male,30-39,"[1.13373645e-07 9.99967396e-01 3.35137975e-06 1.91833238e-09
 1.17588208e-07 2.80851837e-05 8.83855819e-07]",[6.2678930e-07 9.9996412e-01 4.2132392e-06 3.1072504e-05],[9.9999565e-01 4.3789423e-06],"[3.51036533e-08 5.24380653e-07 1.56220325e-04 1.16134055e-01
 7.46951461e-01 1.35810658e-01 9.41341219e-04 5.59289219e-06
 1.43800534e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1004096_face0.jpg,Middle Eastern,White,Male,20-29,"[2.7056846e-01 2.4029836e-05 1.2887083e-02 1.4481641e-04 1.7869078e-04
 1.8737832e-04 7.1600950e-01]",[9.9986756e-01 2.4429199e-05 2.8085386e-05 7.9865044e-05],[9.9999905e-01 9.3817283e-07],"[4.7898695e-08 7.3676169e-06 3.5618078e-02 8.5789317e-01 1.0181799e-01
 4.5788176e-03 7.9416110e-05 4.9980008e-06 5.3517827e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1004239_face0.jpg,Middle Eastern,White,Male,20-29,"[3.9906263e-02 6.7390938e-04 5.4322395e-02 4.5048258e-05 1.1492342e-04
 9.5264404e-04 9.0398484e-01]",[0.81381416 0.09804776 0.0301126  0.05802556],[9.9998760e-01 1.2391474e-05],"[1.7272318e-07 5.0968362e-04 4.8025888e-01 5.1108694e-01 7.9743145e-03
 1.6866549e-04 1.3402970e-06 5.4781776e-08 1.0772176e-09]"
