face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17759_face0.jpg,White,White,Male,30-39,"[9.7725451e-01 1.7683115e-04 1.8645090e-03 1.9360334e-06 6.6491589e-06
 4.1993313e-05 2.0653475e-02]",[9.6258980e-01 3.1261973e-02 4.2623089e-04 5.7219868e-03],[9.9999017e-01 9.8518858e-06],"[1.7223667e-07 6.1611868e-06 2.8823991e-04 1.6632338e-01 7.7673161e-01
 5.6479231e-02 1.7042572e-04 8.1637825e-07 1.8359053e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17787_face0.jpg,Black,Black,Male,30-39,"[2.9027369e-03 9.4205904e-01 4.3302476e-02 4.2687141e-05 3.0381951e-04
 2.6417333e-03 8.7475339e-03]",[0.04526077 0.9215867  0.00654865 0.02660388],[9.9978435e-01 2.1558598e-04],"[4.0984713e-05 1.3338725e-04 8.5211179e-04 8.8286668e-02 6.2150651e-01
 2.8099099e-01 8.0618281e-03 1.2414214e-04 3.4882696e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17799_face0.jpg,White,White,Male,20-29,"[9.9338704e-01 4.8314290e-05 2.4028709e-03 1.1034853e-06 3.2177236e-06
 1.1164860e-05 4.1462518e-03]",[9.9704981e-01 2.7355310e-03 2.0962145e-05 1.9366006e-04],[1.000000e+00 1.514308e-08],"[1.9591980e-08 8.5430611e-06 1.4991293e-02 9.0177590e-01 8.2599528e-02
 6.2290870e-04 1.8343126e-06 1.6110851e-08 1.9294653e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17814_face0.jpg,White,White,Male,30-39,"[8.2237315e-01 3.7011567e-03 3.3808485e-02 3.7519490e-05 1.9559727e-04
 3.3789347e-03 1.3650513e-01]",[9.5509923e-01 3.8586963e-02 4.3019088e-04 5.8836075e-03],[9.9999976e-01 2.2279102e-07],"[2.5676559e-07 2.0014802e-07 6.5856293e-05 4.6561491e-02 4.3913725e-01
 4.1069779e-01 9.6592434e-02 6.7933043e-03 1.5130822e-04]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17898_face0.jpg,Black,Black,Male,20-29,"[3.6930285e-06 9.9998510e-01 6.5344980e-06 1.6689835e-08 1.3284165e-07
 2.0036723e-06 2.5771481e-06]",[1.5335748e-07 9.9999917e-01 4.0361496e-07 2.9951622e-07],[9.99888957e-01 1.11022295e-04],"[3.0409274e-05 3.6814713e-03 7.7907644e-02 5.4996091e-01 3.2628474e-01
 4.0723901e-02 1.3330783e-03 7.1723982e-05 6.0363550e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17926_face0.jpg,White,White,Male,30-39,"[9.9215335e-01 7.0884642e-05 1.3206325e-03 7.0361949e-07 2.6535486e-06
 3.6030997e-05 6.4157601e-03]",[9.9455386e-01 4.8588896e-03 1.3674887e-04 4.5061478e-04],[9.9999595e-01 4.0134128e-06],"[4.0052836e-08 1.6381581e-06 1.3345905e-04 1.6448204e-01 7.8773987e-01
 4.7486950e-02 1.5543817e-04 5.6069854e-07 7.9472828e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17966_face0.jpg,Middle Eastern,White,Male,30-39,"[3.6304086e-01 4.4367521e-04 6.3991874e-02 1.0527746e-04 1.7532635e-04
 1.0575753e-03 5.7118541e-01]",[9.9480963e-01 2.4957857e-03 3.6613466e-04 2.3284473e-03],[9.9999917e-01 8.5772109e-07],"[8.3167492e-07 2.1393173e-06 1.9090190e-04 4.6872802e-02 6.3797534e-01
 2.9949763e-01 1.5179720e-02 2.7847567e-04 2.1191961e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\17979_face0.jpg,Black,Black,Male,30-39,"[2.532792e-03 8.360600e-01 6.567048e-02 9.795379e-06 2.617303e-04
 8.565446e-02 9.810762e-03]",[6.5834715e-04 9.8680079e-01 1.0588021e-04 1.2434983e-02],[1.000000e+00 5.781994e-09],"[2.17034977e-08 7.10674328e-07 7.82001764e-04 4.53487515e-01
 5.31468391e-01 1.41878445e-02 7.30985339e-05 3.94461921e-07
 3.25150817e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\18006_face0.jpg,White,White,Male,20-29,"[6.7523777e-01 2.4854997e-03 1.5601112e-01 1.4045493e-04 4.5378428e-04
 1.3483490e-03 1.6432314e-01]",[0.9492338  0.04680582 0.00119531 0.00276509],[9.9998993e-01 1.0064146e-05],"[3.2860243e-08 2.9550565e-06 3.4075270e-03 6.7603469e-01 3.1637910e-01
 4.1614817e-03 1.4021106e-05 1.0341468e-07 2.2962525e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\18083_face0.jpg,Middle Eastern,White,Male,20-29,"[0.2608716  0.00053605 0.22665748 0.00124683 0.0044542  0.00673303
 0.4995008 ]",[0.74626416 0.02310985 0.04828183 0.18234415],[9.9999952e-01 4.6307505e-07],"[1.44405078e-07 4.70652549e-06 2.46123294e-03 6.13919079e-01
 3.68178993e-01 1.53335929e-02 1.01044185e-04 1.27887586e-06
 1.23652519e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\18122_face0.jpg,White,White,Male,30-39,"[9.9619210e-01 1.8224764e-05 6.5647560e-04 1.1258901e-06 4.2141410e-06
 3.2664328e-05 3.0951323e-03]",[9.9949837e-01 4.4343971e-05 1.5774684e-05 4.4153410e-04],[9.9999774e-01 2.2118745e-06],"[2.5372992e-07 1.2968511e-06 1.7711491e-04 9.4087765e-02 6.4897460e-01
 2.4163531e-01 1.4894467e-02 2.2376521e-04 5.4009242e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\18154_face0.jpg,White,White,Male,30-39,"[5.51650643e-01 1.06247049e-02 3.38110864e-01 1.15114126e-04
 3.97781812e-04 2.20583696e-02 7.70425498e-02]",[0.71866524 0.16689071 0.00182909 0.11261494],[9.9998415e-01 1.5814750e-05],"[1.9655001e-06 8.0910013e-06 1.3929636e-04 6.6812962e-02 7.2922695e-01
 1.9845971e-01 5.3096083e-03 4.0969830e-05 3.7485620e-07]"
