face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814342_face0.jpg,White,White,Male,20-29,"[4.7528151e-01 7.9295845e-05 3.5271296e-01 2.2698015e-03 7.7926344e-03
 3.8405202e-02 1.2345853e-01]",[9.5170468e-01 1.0457972e-04 3.3151030e-03 4.4875674e-02],[1.000000e+00 9.997708e-09],"[3.3722281e-06 2.5923757e-04 4.0901572e-02 8.1671548e-01 1.3998473e-01
 2.1260898e-03 9.3022963e-06 1.7586312e-07 1.3728587e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814385_face0.jpg,Middle Eastern,White,Male,20-29,"[4.3824732e-01 1.5094131e-04 5.2540407e-02 2.4545390e-05 9.0094356e-05
 6.5142178e-04 5.0829530e-01]",[9.9490601e-01 7.0160377e-04 1.1590705e-03 3.2331834e-03],[9.999957e-01 4.296370e-06],"[8.9690690e-07 2.4418489e-04 2.7363410e-02 8.9366519e-01 7.8287244e-02
 4.3818486e-04 8.3754452e-07 2.0717311e-08 3.4915032e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814388_face0.jpg,White,White,Male,20-29,"[7.7523261e-01 1.5428943e-04 6.5877132e-02 2.3693277e-05 8.5880463e-05
 3.1416185e-04 1.5831220e-01]",[9.9948442e-01 7.9453726e-05 1.9076763e-04 2.4532567e-04],[9.9999905e-01 9.9401768e-07],"[5.2394915e-07 3.8626426e-05 7.7271559e-03 7.7448010e-01 2.1444914e-01
 3.2900386e-03 1.4263721e-05 1.6922442e-07 1.9700441e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814430_face0.jpg,White,White,Male,20-29,"[9.4117296e-01 5.9280328e-06 9.3109552e-03 2.1955906e-05 5.0226154e-05
 5.3486694e-04 4.8903167e-02]",[9.9811721e-01 4.1913849e-05 1.2373830e-04 1.7170496e-03],[9.9998575e-01 1.4215277e-05],"[1.1156750e-06 3.4962872e-05 3.3783950e-03 6.7709118e-01 3.1445274e-01
 5.0309058e-03 1.0653921e-05 1.0501511e-07 1.7988487e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814577_face0.jpg,White,White,Male,20-29,"[9.5224041e-01 9.5219531e-07 9.6182630e-05 1.6766311e-06 2.4137973e-06
 1.6395021e-05 4.7641926e-02]",[9.9955589e-01 5.3250140e-05 7.8356097e-05 3.1254432e-04],[9.9993420e-01 6.5763656e-05],"[1.5785326e-07 3.5460855e-06 4.8431708e-04 5.3617835e-01 4.5568052e-01
 7.6207961e-03 3.2149688e-05 1.5359105e-07 4.5582356e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814589_face0.jpg,Latino_Hispanic,White,Male,30-39,"[0.21205783 0.00596641 0.44128856 0.00100355 0.00186638 0.01413094
 0.32368633]",[0.92359394 0.00283734 0.04699882 0.02656983],[9.9999917e-01 8.3587389e-07],"[6.60768990e-07 7.67576330e-06 6.05739595e-04 3.42235923e-01
 6.28310084e-01 2.87299268e-02 1.08955406e-04 9.84558937e-07
 9.40025568e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814590_face0.jpg,Black,Black,Male,30-39,"[1.2747709e-04 9.7599113e-01 1.3241736e-02 8.7441167e-06 2.2509857e-04
 1.0377978e-02 2.7818538e-05]",[3.0668725e-06 9.9590629e-01 8.1154045e-05 4.0095393e-03],[9.9999005e-01 9.9409417e-06],"[2.8143561e-06 2.8846229e-05 6.7956932e-03 1.7139508e-01 3.7344021e-01
 3.6089426e-01 8.5688002e-02 1.7171103e-03 3.7953265e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814593_face0.jpg,White,White,Male,20-29,"[9.4468731e-01 5.5485626e-04 9.3767103e-03 2.8957078e-05 1.2590132e-04
 4.2990523e-05 4.5183226e-02]",[9.9694616e-01 2.9054154e-03 1.2787992e-04 2.0622509e-05],[9.9999994e-01 1.2808658e-07],"[2.4684712e-07 1.8887005e-05 7.7994037e-03 8.4679520e-01 1.4394777e-01
 1.4293003e-03 8.8967918e-06 2.9171539e-07 4.0186561e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814594_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[4.6541508e-02 5.6097846e-02 6.2471592e-01 8.0130638e-05 7.7094918e-04
 3.8421734e-03 2.6795152e-01]",[0.09700087 0.63317895 0.00743386 0.26238635],[9.9999994e-01 7.1609861e-08],"[4.2137842e-08 6.5484078e-06 1.1814531e-02 9.2641622e-01 6.1244801e-02
 5.1506370e-04 2.7328363e-06 5.3051714e-08 6.8515926e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\814624_face0.jpg,Middle Eastern,White,Male,30-39,"[1.6971457e-01 3.5335872e-04 9.9965848e-02 6.7389192e-04 8.0013793e-04
 1.1299802e-02 7.1719241e-01]",[0.847733   0.00342775 0.02002658 0.12881261],[9.9999994e-01 8.3520725e-08],"[1.5490770e-05 1.5701797e-04 4.3491260e-03 4.0577695e-01 5.5197889e-01
 3.7203871e-02 5.1302114e-04 5.5672022e-06 3.5754127e-08]"
