face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904135_face0.jpg,Middle Eastern,White,Male,20-29,"[2.2768289e-01 1.7763085e-04 1.9983067e-01 2.0608478e-03 1.5798488e-03
 2.2905364e-03 5.6637764e-01]",[0.9794185  0.00114235 0.01002472 0.00941444],[9.9999976e-01 2.4421050e-07],"[4.7383173e-06 2.7669931e-04 2.3299456e-02 7.8470701e-01 1.8702962e-01
 4.6578804e-03 2.4223214e-05 4.7364335e-07 5.1091829e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904413_face0.jpg,Black,Black,Male,20-29,"[5.5154372e-04 9.5888537e-01 1.8816922e-02 8.2328716e-06 1.6414787e-04
 1.9200381e-02 2.3734204e-03]",[2.1216585e-04 9.9378490e-01 6.0275765e-05 5.9426185e-03],[9.9999917e-01 8.6590546e-07],"[1.8260104e-07 4.4158660e-05 3.5170447e-02 8.5289633e-01 1.0854403e-01
 3.2898991e-03 5.3497988e-05 1.4718058e-06 2.9269374e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904676_face0.jpg,Black,Black,Male,20-29,"[1.7347534e-03 8.7176090e-01 7.0705362e-02 1.1319120e-04 1.6770680e-03
 4.4538289e-02 9.4702793e-03]",[8.2072511e-05 9.6193010e-01 3.2474930e-04 3.7663054e-02],[0.99224573 0.0077543 ],"[1.2862879e-05 3.0515860e-03 2.4436499e-01 6.2978667e-01 1.0882054e-01
 1.3403669e-02 5.3839805e-04 2.0228708e-05 9.7797351e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904759_face0.jpg,Black,Black,Male,20-29,"[3.0918798e-07 9.9999356e-01 3.1898624e-06 1.6841383e-09 1.9293674e-08
 2.5082597e-06 4.7397600e-07]",[2.4564315e-08 9.9999988e-01 2.2556298e-08 9.0159112e-08],[9.999991e-01 9.411616e-07],"[4.76805084e-08 7.64057586e-06 3.13179940e-03 5.87751448e-01
 3.94612372e-01 1.44485338e-02 4.78513102e-05 2.81629781e-07
 1.42362975e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904827_face0.jpg,Black,Black,Male,30-39,"[2.5681686e-07 9.9978805e-01 6.8698996e-06 9.0627502e-08 3.3820143e-06
 2.0083983e-04 5.4798932e-07]",[8.0897439e-07 9.9982685e-01 1.0061631e-05 1.6238072e-04],[9.9998236e-01 1.7675406e-05],"[9.4374542e-08 5.5076384e-06 2.5149817e-03 2.9419345e-01 5.6151110e-01
 1.3502456e-01 6.6467747e-03 1.0000465e-04 3.5994290e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904835_face0.jpg,White,White,Male,30-39,"[4.1887581e-01 1.6200845e-04 1.5092921e-01 2.2086411e-05 5.9457216e-05
 5.4402534e-02 3.7554896e-01]",[8.2648844e-01 5.3778337e-04 6.2965916e-04 1.7234419e-01],[9.9985063e-01 1.4938867e-04],"[1.8959631e-06 2.0670001e-05 3.9719485e-04 1.5451179e-01 7.4446309e-01
 9.9567488e-02 1.0257772e-03 1.1902213e-05 1.7044948e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904840_face0.jpg,White,White,Male,20-29,"[8.8158053e-01 5.8370130e-04 8.8444702e-02 1.0007910e-04 2.3003935e-04
 3.7757531e-05 2.9023126e-02]",[9.85857129e-01 1.17321601e-02 2.28920137e-03 1.21527366e-04],[9.9999779e-01 2.2461913e-06],"[6.8832009e-08 2.2456528e-05 7.0004024e-02 8.5635555e-01 7.2219454e-02
 1.3893982e-03 8.9103105e-06 1.3461791e-07 1.3780843e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904841_face0.jpg,White,White,Male,20-29,"[9.9980038e-01 6.6940612e-07 3.4947516e-05 3.6060992e-06 3.6868826e-06
 2.0748085e-07 1.5645829e-04]",[9.9996483e-01 1.2946969e-05 2.1871823e-05 3.3284988e-07],[9.9999970e-01 2.8739018e-07],"[1.0537444e-06 8.9330024e-05 3.6780704e-02 8.2006407e-01 1.3701339e-01
 5.9010121e-03 1.4759280e-04 2.7894234e-06 5.5701832e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904843_face0.jpg,White,White,Male,20-29,"[9.9998719e-01 6.5698087e-09 1.3059890e-06 3.7055173e-08 4.6955105e-08
 1.1942958e-08 1.1410080e-05]",[9.9999970e-01 7.8084838e-08 9.4795134e-08 1.2539451e-07],[9.9911225e-01 8.8770891e-04],"[5.3955623e-10 2.5369259e-06 2.0498829e-01 7.9080051e-01 4.1481815e-03
 6.0032584e-05 4.3717066e-07 6.1432108e-09 1.7867290e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904845_face0.jpg,Black,Black,Male,20-29,"[5.1108145e-07 9.9997538e-01 1.2207947e-05 7.5713364e-09 7.4140303e-07
 1.0701921e-05 5.1305068e-07]",[9.4181399e-07 9.9999243e-01 8.8071755e-07 5.8029618e-06],[1.000000e+00 6.407375e-09],"[1.2937714e-09 1.1035325e-07 7.0891512e-04 5.3457332e-01 4.4402292e-01
 2.0470330e-02 2.2204134e-04 2.2780964e-06 4.4745114e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904848_face0.jpg,Black,Black,Male,30-39,"[2.4735991e-07 9.9999654e-01 1.0973691e-06 1.6840790e-08 1.1674184e-07
 2.0132779e-06 2.6404043e-08]",[4.0065416e-07 9.9999380e-01 1.5213059e-06 4.3441728e-06],[0.9281036  0.07189643],"[1.6378647e-07 1.6177866e-05 5.0466135e-03 3.8975570e-01 5.0189304e-01
 9.7958900e-02 5.2315122e-03 9.2223680e-05 5.6693139e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904849_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[0.05342132 0.00713225 0.5860619  0.00111441 0.01520693 0.04151271
 0.29555047]",[0.15252556 0.40370268 0.22264415 0.22112758],[9.9999714e-01 2.8495426e-06],"[7.4688593e-08 1.9799201e-05 1.6493145e-02 8.8381833e-01 9.8311827e-02
 1.3468185e-03 9.6692202e-06 2.9526447e-07 5.2278240e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904887_face0.jpg,White,White,Male,20-29,"[9.9477565e-01 8.3322839e-06 2.0210117e-03 1.1348259e-05 2.5944024e-05
 7.6605411e-06 3.1499623e-03]",[9.9947137e-01 2.1308880e-04 2.1077633e-04 1.0476799e-04],[9.9999958e-01 3.9646568e-07],"[1.4491306e-07 2.4965664e-05 1.8487832e-02 8.3734971e-01 1.4130342e-01
 2.8100733e-03 2.3511913e-05 2.9290561e-07 4.8145732e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904897_face0.jpg,Black,Black,Male,20-29,"[1.4606570e-05 9.9797642e-01 1.3165483e-03 7.2137203e-07 3.5800265e-05
 6.3475448e-04 2.1097987e-05]",[1.5175123e-05 9.9872684e-01 8.7229404e-05 1.1707556e-03],[9.999999e-01 1.607138e-07],"[1.5786442e-07 1.7540282e-05 9.9257389e-03 5.7170546e-01 3.5542789e-01
 5.8815520e-02 3.9952905e-03 1.0933360e-04 3.0329570e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904961_face0.jpg,Latino_Hispanic,White,Male,20-29,"[2.9029977e-01 1.0775321e-03 4.9844545e-01 2.5960375e-04 9.8112517e-04
 3.6226430e-03 2.0531383e-01]",[0.9562808  0.01466946 0.00527133 0.02377837],[9.9996984e-01 3.0158220e-05],"[1.4827376e-08 1.3732774e-05 1.2384989e-01 8.5192531e-01 2.3849992e-02
 3.5838989e-04 2.5650554e-06 5.4778827e-08 1.0415815e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904964_face0.jpg,Middle Eastern,White,Male,20-29,"[1.19646974e-01 1.89820083e-03 1.67962968e-01 1.08639157e-04
 7.49058498e-04 3.16125294e-03 7.06472874e-01]",[0.9040326  0.02437707 0.03541569 0.03617468],[9.999976e-01 2.392851e-06],"[1.17438034e-07 1.15366929e-05 4.75590117e-03 8.41692686e-01
 1.51952595e-01 1.58149598e-03 5.60467288e-06 1.16850188e-07
 1.94946415e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904966_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.38894626 0.00769636 0.5474684  0.00101694 0.00692227 0.00142049
 0.04652922]",[0.54802483 0.39589107 0.04256349 0.01352059],[9.9999988e-01 1.2438528e-07],"[7.7411443e-08 3.0309337e-04 1.5705630e-01 8.1917608e-01 2.3204383e-02
 2.5898343e-04 1.0351804e-06 3.4079211e-08 4.3564746e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904970_face0.jpg,White,White,Male,20-29,"[9.7726303e-01 3.2980603e-05 6.2980922e-03 3.4148932e-05 9.4529561e-05
 1.0610456e-05 1.6266618e-02]",[9.9982846e-01 9.6068659e-05 5.1466235e-05 2.3971312e-05],[9.9997824e-01 2.1736156e-05],"[6.9091577e-08 1.0957468e-05 5.1728208e-02 8.1389171e-01 1.2935388e-01
 4.9162358e-03 9.6569049e-05 2.2633210e-06 4.9505626e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904971_face0.jpg,Black,Black,Male,20-29,"[7.8621412e-07 9.9998242e-01 1.2484639e-05 7.4805868e-09 7.3364589e-08
 1.0974449e-06 3.2702774e-06]",[2.6191123e-07 9.9999845e-01 5.2113921e-07 7.1234149e-07],[9.9999988e-01 1.4142059e-07],"[2.3141858e-07 2.1244832e-05 5.0067748e-03 6.0467863e-01 3.6287504e-01
 2.7157471e-02 2.5746608e-04 2.9840294e-06 1.4531788e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904991_face0.jpg,Black,Black,Male,30-39,"[7.68778193e-07 9.99968290e-01 1.27560525e-05 4.73805573e-09
 2.07307409e-07 1.44704763e-05 3.53598080e-06]",[1.7972902e-06 9.9996513e-01 3.2037051e-06 2.9880857e-05],[9.999982e-01 1.805448e-06],"[3.0932938e-08 1.4887817e-06 6.7250419e-04 2.8845978e-01 6.4582866e-01
 6.4230658e-02 7.9846528e-04 8.1866638e-06 2.1456012e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\904992_face0.jpg,Black,Black,Male,30-39,"[1.06862592e-06 9.99965310e-01 1.06965135e-05 1.14864626e-07
 1.34063998e-06 2.00201957e-05 1.38674648e-06]",[8.3990657e-04 9.9850595e-01 3.0177460e-05 6.2396482e-04],[0.9901825 0.0098175],"[1.8925850e-05 6.3804979e-04 1.7103085e-02 4.1436306e-01 4.6212009e-01
 9.6166395e-02 8.9597618e-03 5.7277491e-04 5.7873931e-05]"
