face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\838907_face0.jpg,Latino_Hispanic,White,Male,20-29,"[1.24437675e-01 7.98215251e-03 6.74936295e-01 1.38719688e-05
 1.28819898e-04 9.90663469e-03 1.82594568e-01]",[0.7154585  0.22229871 0.00110939 0.06113334],[9.9999976e-01 1.9809994e-07],"[5.8191330e-07 1.6033842e-05 2.9663409e-03 5.3170246e-01 4.4682920e-01
 1.8387077e-02 9.7199176e-05 1.0794048e-06 8.2941227e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\838912_face0.jpg,White,White,Male,20-29,"[9.97207463e-01 8.56054703e-06 6.96602161e-04 7.95655808e-07
 4.73985665e-06 1.18153175e-05 2.07000133e-03]",[9.9996680e-01 1.2642461e-05 1.4183775e-06 1.9127032e-05],[9.9993879e-01 6.1201295e-05],"[1.5489073e-08 2.2637246e-06 2.2464797e-03 7.6275474e-01 2.3022161e-01
 4.7392426e-03 3.5166944e-05 5.1260537e-07 2.0059362e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839019_face0.jpg,White,White,Male,30-39,"[9.3089777e-01 4.5390620e-06 1.3813315e-03 6.1827006e-07 5.5396899e-06
 5.4335200e-05 6.7655861e-02]",[9.9925101e-01 1.0414476e-04 8.8529421e-05 5.5633683e-04],[9.9923813e-01 7.6183106e-04],"[1.4570846e-07 7.8465291e-06 5.0616305e-04 8.0176875e-02 7.8597981e-01
 1.3223144e-01 1.0930350e-03 4.6592327e-06 8.8133824e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839110_face0.jpg,Black,Black,Male,30-39,"[5.2957978e-07 9.9997169e-01 2.1187625e-05 1.1248301e-08 6.5316323e-07
 4.9319369e-06 9.6766234e-07]",[5.5340422e-07 9.9999797e-01 7.8036879e-07 7.1943487e-07],[9.9999976e-01 2.2670825e-07],"[4.8907136e-08 1.9846314e-06 1.8948679e-03 4.5456192e-01 4.9987134e-01
 4.3042932e-02 6.1469921e-04 1.1820193e-05 3.6136549e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839156_face0.jpg,White,White,Male,20-29,"[5.9168148e-01 3.3590028e-03 1.5901339e-01 4.8614693e-05 1.7515922e-04
 5.4262776e-04 2.4517973e-01]",[9.9004877e-01 7.6827551e-03 8.8830682e-04 1.3801591e-03],[9.999993e-01 7.100553e-07],"[6.8969285e-07 1.7778568e-05 5.0572255e-03 6.9526005e-01 2.8890160e-01
 1.0656560e-02 1.0307517e-04 2.9903886e-06 3.8645428e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839223_face0.jpg,White,White,Male,20-29,"[7.2386020e-01 1.4564437e-04 5.2585118e-02 2.6236419e-04 3.2387712e-04
 4.5297449e-04 2.2236982e-01]",[9.9590415e-01 1.4085767e-03 6.0295244e-04 2.0842075e-03],[9.9999994e-01 9.7171664e-08],"[5.35238996e-06 1.92235559e-04 1.53615475e-02 8.38495433e-01
 1.43458977e-01 2.46355007e-03 2.24018695e-05 5.74751141e-07
 5.70308778e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839224_face0.jpg,Middle Eastern,White,Male,20-29,"[1.2337987e-01 6.3896307e-04 1.4191662e-01 3.7433150e-05 1.9367601e-04
 1.5818112e-02 7.1801537e-01]",[0.86492723 0.00307642 0.00139649 0.13059984],[1.00000e+00 7.76583e-09],"[2.6163173e-07 1.6926773e-05 7.0428122e-03 7.1691757e-01 2.6711735e-01
 8.8496627e-03 5.4612890e-05 7.6094710e-07 5.8724550e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839226_face0.jpg,White,White,Male,20-29,"[5.6765324e-01 1.7255654e-03 8.3728090e-02 3.4921304e-05 1.7851638e-04
 6.0189591e-04 3.4607774e-01]",[0.97569805 0.00596627 0.00316756 0.01516811],[1.0000000e+00 2.8821301e-08],"[5.2299778e-09 1.4807690e-06 4.6021519e-03 9.0959764e-01 8.5483551e-02
 3.1487009e-04 3.2429230e-07 2.0545541e-09 2.2204795e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839227_face0.jpg,White,White,Male,20-29,"[7.6106411e-01 4.0711119e-04 1.3941781e-01 1.4309424e-04 8.1325910e-04
 3.6740953e-03 9.4480507e-02]",[0.85550034 0.01301848 0.01023951 0.1212416 ],[1.000000e+00 3.163448e-08],"[4.9927996e-07 9.4020033e-05 5.6806128e-02 8.6233640e-01 7.8923486e-02
 1.8292898e-03 9.9044373e-06 2.7759287e-07 4.1497641e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\839309_face0.jpg,Black,Black,Male,30-39,"[9.5541952e-07 9.9990851e-01 4.6659279e-05 1.3313650e-07 2.0766656e-06
 3.9939769e-05 1.6980991e-06]",[3.0338340e-06 9.9988788e-01 2.2643364e-05 8.6476786e-05],[0.99837726 0.0016227 ],"[5.5147689e-07 3.8691405e-06 6.7638804e-04 1.5195553e-01 6.3669848e-01
 2.0063253e-01 9.9254055e-03 1.0392336e-04 3.3890508e-06]"
