face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087420_face0.jpg,White,White,Male,20-29,"[5.7310539e-01 1.5751588e-04 1.2574993e-02 1.0716348e-05 2.6406336e-05
 7.7196542e-04 4.1335294e-01]",[9.9274427e-01 2.3558976e-04 6.2879687e-04 6.3913409e-03],[9.999728e-01 2.720316e-05],"[1.21050965e-08 3.96073119e-06 8.76076333e-03 8.78245592e-01
 1.12497896e-01 4.90539125e-04 1.19289166e-06 2.87055393e-08
 7.66750829e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087476_face0.jpg,Black,Black,Male,20-29,"[1.4956760e-07 9.9997658e-01 2.5345416e-06 2.4828514e-08 5.4451692e-07
 1.9852319e-05 3.4669026e-07]",[1.3144262e-07 9.9996060e-01 6.4424157e-06 3.2840097e-05],[9.9991715e-01 8.2810075e-05],"[2.90447755e-08 1.05028821e-05 1.36447204e-02 7.54054725e-01
 2.24620432e-01 7.64260394e-03 2.67933337e-05 1.97913806e-07
 1.37202765e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087489_face0.jpg,White,White,Male,10-19,"[5.8177757e-01 3.0651820e-05 4.5162704e-02 2.2672680e-06 1.3986081e-05
 1.2638272e-03 3.7174901e-01]",[9.9241596e-01 2.2547655e-03 3.2200114e-04 5.0071813e-03],[9.9999785e-01 2.1935341e-06],"[2.12225295e-08 1.00157384e-04 5.30209363e-01 4.63327795e-01
 6.26406446e-03 9.84093786e-05 2.12865316e-07 4.43805970e-09
 5.99385819e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087514_face0.jpg,Black,Black,Female,30-39,"[9.8357368e-08 9.9999332e-01 2.5271934e-06 9.7592974e-09 8.8590639e-08
 4.0376153e-06 3.4851318e-08]",[3.7238274e-07 9.9999481e-01 5.5279276e-07 4.2639158e-06],[0.0102933 0.9897067],"[4.6673616e-09 1.4081651e-06 2.3602610e-03 3.5015321e-01 6.1673266e-01
 3.0316578e-02 4.3398116e-04 1.9671911e-06 2.8100322e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087556_face0.jpg,Middle Eastern,Indian,Male,20-29,"[3.4398761e-02 7.4683403e-04 9.8470300e-02 6.0193372e-05 1.7742247e-04
 2.2086829e-02 8.4405959e-01]",[0.33269852 0.00733836 0.0013256  0.6586376 ],[9.999910e-01 8.985484e-06],"[3.4761613e-06 6.6374411e-04 3.1569194e-02 8.2647425e-01 1.3968793e-01
 1.5974930e-03 3.8307726e-06 9.7565383e-08 2.0718371e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087570_face0.jpg,White,White,Male,20-29,"[9.2128140e-01 1.4383483e-04 1.7213373e-02 1.4152205e-04 2.9203502e-04
 1.3840350e-04 6.0789537e-02]",[9.9902749e-01 3.6536908e-04 5.5751059e-04 4.9533846e-05],[9.9999285e-01 7.1246609e-06],"[8.64422578e-09 3.48926078e-05 1.57025293e-01 8.32585394e-01
 1.03318365e-02 2.25052881e-05 3.14749116e-08 1.00549746e-09
 2.35662791e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087744_face0.jpg,White,White,Male,20-29,"[9.99672234e-01 1.69027135e-05 1.22031845e-04 2.54389033e-06
 9.84082999e-06 8.75634271e-07 1.75584864e-04]",[9.9772859e-01 2.1040642e-03 1.5073967e-04 1.6594126e-05],[1.0000000e+00 5.1453473e-08],"[8.1170958e-07 6.2240717e-05 9.0529127e-03 6.9690126e-01 2.8603861e-01
 7.8730322e-03 7.0085640e-05 1.0602239e-06 3.5196972e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087748_face0.jpg,White,White,Male,20-29,"[7.6955229e-01 3.4708309e-03 1.0229055e-01 2.2511394e-04 7.9602492e-04
 1.3171518e-04 1.2353347e-01]",[9.8188162e-01 1.3921192e-02 3.4437377e-03 7.5341354e-04],[9.9938935e-01 6.1064505e-04],"[1.9292335e-08 5.1360475e-05 2.4681360e-01 7.3405159e-01 1.8891683e-02
 1.9083569e-04 9.4489468e-07 2.0776739e-08 5.4315036e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087790_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[1.9978052e-02 3.9625582e-01 5.0365031e-01 8.6499378e-05 1.9939749e-03
 1.9137776e-02 5.8897600e-02]",[0.0071291  0.96982646 0.00486989 0.01817457],[9.999999e-01 9.047082e-08],"[4.2887372e-08 3.6418096e-06 6.3918740e-03 7.8571969e-01 2.0509821e-01
 2.7692784e-03 1.7077333e-05 2.2506765e-07 3.1301053e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1087795_face0.jpg,Latino_Hispanic,White,Male,20-29,"[2.6840323e-01 5.3324677e-02 5.1178145e-01 3.4505447e-05 2.0899951e-04
 5.8106054e-04 1.6566597e-01]",[0.5685499  0.4274576  0.00142905 0.00256346],[9.9999976e-01 2.2335482e-07],"[2.1280690e-07 1.0388474e-04 9.3463339e-02 8.6234170e-01 4.3499447e-02
 5.8884616e-04 2.4845422e-06 4.4681130e-08 7.3008521e-10]"
