face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142613_face0.jpg,White,White,Male,20-29,"[9.8410070e-01 9.9057343e-07 1.6754436e-03 1.2446423e-05 2.5066141e-05
 1.5810648e-06 1.4183737e-02]",[9.9963373e-01 2.5116115e-05 2.7950027e-04 6.1652718e-05],[9.9999934e-01 6.9385169e-07],"[6.4473511e-09 1.0457657e-05 1.5366390e-01 8.0555260e-01 4.0153440e-02
 6.1670481e-04 2.8534157e-06 2.4190077e-08 1.9849107e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142619_face0.jpg,Middle Eastern,Indian,Male,30-39,"[3.82592976e-02 2.61482168e-02 2.17815101e-01 1.40261782e-05
 1.03023514e-04 1.01011992e-01 6.16648376e-01]",[0.39753947 0.09998526 0.00299392 0.49948132],[1.0000000e+00 2.6904708e-08],"[7.1382237e-07 1.4006265e-06 1.4662861e-05 9.6683512e-03 5.0067502e-01
 4.8255563e-01 7.0479703e-03 3.6057259e-05 1.5906687e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142622_face0.jpg,Black,Black,Male,30-39,"[2.0995627e-07 9.9999243e-01 5.1098709e-07 1.9073382e-10 2.2721598e-09
 6.1505793e-06 7.2512637e-07]",[9.0693533e-07 9.9999464e-01 7.3885064e-07 3.7547354e-06],[9.9999994e-01 4.3924228e-08],"[3.3496281e-07 1.4424617e-05 3.1006991e-04 9.1847241e-02 6.9099694e-01
 2.1434015e-01 2.4542923e-03 3.5505371e-05 9.3105331e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142628_face0.jpg,Middle Eastern,White,Male,30-39,"[4.3293175e-01 3.4165650e-04 4.6359759e-02 1.3585831e-04 3.8410909e-04
 4.7765658e-03 5.1507026e-01]",[0.94943124 0.00229563 0.00261532 0.04565781],[9.9999619e-01 3.8131607e-06],"[4.3509476e-06 1.8719575e-05 1.0818681e-03 1.9228296e-01 7.1718550e-01
 8.8087648e-02 1.3249269e-03 1.3968277e-05 1.5076742e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142631_face0.jpg,White,White,Male,30-39,"[8.9120007e-01 4.0943868e-04 9.6653305e-02 1.8332554e-04 6.8322918e-04
 8.7098934e-04 9.9996645e-03]",[0.9648023  0.00552135 0.01544528 0.01423115],[9.9999994e-01 7.2624147e-08],"[2.0112027e-07 1.4445654e-06 1.2173307e-03 2.1676122e-01 5.4538506e-01
 2.2278418e-01 1.3688936e-02 1.6053383e-04 1.0864303e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142672_face0.jpg,White,White,Male,20-29,"[9.9827868e-01 3.3293454e-05 8.6045155e-04 2.7252702e-06 1.1681854e-05
 7.0232022e-06 8.0618937e-04]",[9.99513865e-01 3.21715313e-04 5.63459835e-05 1.08037195e-04],[9.999993e-01 6.620785e-07],"[8.3641794e-07 8.8695324e-06 3.1684586e-03 6.9719934e-01 2.8888869e-01
 1.0529552e-02 1.9924461e-04 4.9073597e-06 9.6553158e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142684_face0.jpg,White,White,Male,20-29,"[8.4387439e-01 7.3368626e-04 2.0220786e-02 3.4817551e-06 2.8645587e-05
 1.5690825e-04 1.3498212e-01]",[9.8630708e-01 1.2177234e-02 2.8472315e-04 1.2310032e-03],[9.9999952e-01 4.6490126e-07],"[1.3026532e-06 3.2010568e-05 5.1576081e-03 6.3041985e-01 3.4858328e-01
 1.5590239e-02 2.0590496e-04 9.7323582e-06 1.1871004e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142785_face0.jpg,White,White,Male,30-39,"[9.9177504e-01 9.9183972e-06 2.5033175e-03 1.8955699e-05 2.3688945e-05
 2.6169166e-05 5.6429380e-03]",[9.998944e-01 8.289535e-06 6.602062e-05 3.129047e-05],[9.9998450e-01 1.5519547e-05],"[1.5999289e-07 3.3498407e-06 3.4589338e-04 3.7968448e-01 6.0816783e-01
 1.1772848e-02 2.5214851e-05 2.3897780e-07 5.2070668e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142793_face0.jpg,White,White,Male,20-29,"[5.7885218e-01 1.9452624e-03 6.8480872e-02 2.0701927e-05 1.0549390e-04
 8.1738544e-04 3.4977800e-01]",[8.8569397e-01 1.1062636e-01 5.2957551e-04 3.1501793e-03],[9.9999905e-01 9.3956345e-07],"[9.7847966e-08 5.0461599e-06 2.2351036e-03 6.7196083e-01 3.2135481e-01
 4.4330112e-03 1.0955542e-05 1.1029812e-07 1.3206571e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142820_face0.jpg,White,White,Male,30-39,"[7.9124039e-01 3.5304794e-05 7.7265729e-03 7.5613989e-06 2.3073151e-05
 4.1965971e-04 2.0054755e-01]",[9.9951607e-01 7.5222641e-05 6.9728217e-06 4.0180419e-04],[9.9999905e-01 9.9133774e-07],"[8.7029485e-07 6.4188048e-06 3.2708162e-04 1.8893917e-01 7.3616922e-01
 7.4244618e-02 3.1008766e-04 2.5216966e-06 3.4549284e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142851_face0.jpg,White,White,Male,20-29,"[9.5144683e-01 2.2041192e-03 1.3737285e-02 1.5006835e-05 6.9241905e-05
 1.0259588e-04 3.2424849e-02]",[9.6932495e-01 2.5845667e-02 4.0356413e-04 4.4258353e-03],[9.9999946e-01 5.2976924e-07],"[1.0005516e-07 3.3435448e-05 3.7450667e-02 8.1251252e-01 1.4471228e-01
 5.2319728e-03 5.7776066e-05 1.1700305e-06 2.2461039e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142852_face0.jpg,White,White,Male,30-39,"[9.1153389e-01 1.8193254e-04 5.5612251e-02 3.6258600e-05 1.2313410e-04
 1.1479778e-03 3.1364385e-02]",[0.92718107 0.01449563 0.00141398 0.05690936],[9.9999988e-01 1.3639472e-07],"[7.9517474e-07 3.6568131e-06 2.1970219e-03 3.3139205e-01 5.3115654e-01
 1.2571961e-01 9.3069971e-03 2.2153015e-04 1.7100281e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142860_face0.jpg,White,White,Male,30-39,"[8.7433952e-01 1.6283431e-03 4.4480935e-02 6.0543305e-05 3.5247221e-04
 7.2532048e-04 7.8412890e-02]",[0.9815701  0.01125664 0.00162853 0.00554466],[9.9999988e-01 1.0307144e-07],"[4.8910524e-06 8.8118155e-05 7.0218397e-03 2.5484055e-01 5.3031456e-01
 1.9333200e-01 1.4013812e-02 3.8046227e-04 3.7311786e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\142904_face0.jpg,White,White,Male,20-29,"[8.4260976e-01 7.6231844e-04 6.3703850e-02 4.2283322e-05 1.4578743e-04
 4.4459361e-04 9.2291303e-02]",[9.9439901e-01 1.0849359e-03 6.1448925e-04 3.9015459e-03],[9.9998593e-01 1.4022514e-05],"[2.4134661e-07 3.9152087e-06 1.7235068e-03 5.8536488e-01 4.0562603e-01
 7.2577023e-03 2.3315368e-05 3.1904239e-07 6.1388326e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143040_face0.jpg,Southeast Asian,Asian,Male,20-29,"[2.1546253e-03 3.4350032e-04 8.8696562e-02 4.3396217e-01 4.5751786e-01
 1.6340094e-02 9.8512264e-04]",[0.00179933 0.00245767 0.9385642  0.05717882],[1.0000000e+00 3.2514846e-09],"[2.3082104e-07 3.8599741e-05 1.2015649e-02 6.7947042e-01 2.8928843e-01
 1.8900609e-02 2.7184622e-04 1.4207392e-05 8.3519033e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143047_face0.jpg,White,White,Male,30-39,"[9.0945029e-01 4.0248604e-04 5.4082185e-02 5.7758157e-06 2.3146222e-05
 2.0846743e-04 3.5827614e-02]",[9.9122751e-01 5.4701823e-03 3.2507221e-04 2.9772886e-03],[9.999979e-01 2.073522e-06],"[5.7191203e-09 8.7709722e-08 4.2553966e-05 9.3479060e-02 7.7083367e-01
 1.3391306e-01 1.7227256e-03 8.6934351e-06 6.4125764e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143061_face0.jpg,Middle Eastern,White,Male,20-29,"[1.2241753e-01 6.9586118e-04 7.6709926e-02 3.5134588e-05 9.1712463e-05
 2.3061601e-03 7.9774368e-01]",[9.9655104e-01 2.7727179e-04 9.9109486e-04 2.1806287e-03],[9.9997765e-01 2.2346363e-05],"[1.2359482e-05 2.7398314e-04 6.2513934e-03 4.9899638e-01 4.6730626e-01
 2.6972618e-02 1.8451462e-04 2.4912051e-06 4.6342308e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143101_face0.jpg,White,White,Male,30-39,"[6.2603903e-01 5.2084029e-03 8.7070748e-02 2.5504221e-05 1.0541904e-04
 2.5325969e-03 2.7901819e-01]",[9.8430395e-01 1.3704976e-02 2.7597530e-04 1.7151036e-03],[9.9992657e-01 7.3485215e-05],"[2.7462593e-06 7.8002791e-05 3.0035139e-03 3.5570985e-01 6.0469431e-01
 3.6188241e-02 3.1886640e-04 4.3619689e-06 8.5791036e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143238_face0.jpg,White,White,Male,30-39,"[9.2402577e-01 1.5991008e-04 7.1742223e-03 1.6389675e-05 4.8086345e-05
 1.6714484e-04 6.8408474e-02]",[9.9962038e-01 7.2098934e-05 3.0100757e-05 2.7741765e-04],[9.9999881e-01 1.1759296e-06],"[1.6028038e-06 7.2273515e-06 1.9661208e-04 1.4925532e-01 7.5361896e-01
 9.5664702e-02 1.2278077e-03 2.7279097e-05 4.8101214e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143334_face0.jpg,White,White,Male,20-29,"[9.9746341e-01 2.2996153e-06 1.5594391e-03 9.3254801e-07 2.3225875e-06
 5.5593418e-06 9.6613634e-04]",[9.9981582e-01 1.8360688e-05 1.6750972e-05 1.4915039e-04],[9.999999e-01 9.627583e-08],"[7.3857869e-08 1.5846823e-05 4.4720076e-02 7.2863734e-01 2.1166232e-01
 1.4848230e-02 1.1539540e-04 7.1902599e-07 6.4176566e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143398_face0.jpg,Black,Black,Male,30-39,"[2.2624152e-04 9.9941891e-01 2.1372907e-04 7.0389518e-07 4.2782826e-06
 9.7852950e-05 3.8302085e-05]",[1.2280619e-05 9.9995959e-01 2.9801395e-06 2.5201552e-05],[9.994755e-01 5.244976e-04],"[5.2196611e-07 5.9729278e-05 5.3514410e-03 4.0567657e-01 5.1357144e-01
 7.1348354e-02 3.8829576e-03 1.0363247e-04 5.3156978e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143587_face0.jpg,Black,Black,Male,20-29,"[3.5907931e-04 9.8707527e-01 6.7016981e-03 1.1735997e-06 2.7578912e-05
 3.8890538e-03 1.9461100e-03]",[3.4244193e-05 9.9658644e-01 4.0555278e-05 3.3387076e-03],[9.9979913e-01 2.0084209e-04],"[9.08556672e-07 1.17543495e-04 1.03086093e-02 6.76180899e-01
 3.06590915e-01 6.76882500e-03 3.20138643e-05 3.02103530e-07
 1.11156275e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143593_face0.jpg,Black,Black,Male,30-39,"[1.8056247e-02 7.5239378e-01 1.1765206e-01 1.9693267e-05 1.3831655e-04
 4.0089721e-03 1.0773088e-01]",[2.0542960e-03 9.9538523e-01 1.9869396e-04 2.3617395e-03],[9.9999982e-01 1.3269168e-07],"[1.0945682e-05 1.6660198e-04 8.6344080e-03 2.8497571e-01 4.9850881e-01
 1.8389495e-01 2.2729822e-02 1.0631426e-03 1.5663871e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143695_face0.jpg,Black,Black,Male,30-39,"[1.2805064e-05 9.9987662e-01 7.8646590e-05 1.6513475e-07 2.1860028e-06
 2.4535277e-05 4.9512118e-06]",[2.4984140e-05 9.9985874e-01 7.3493529e-06 1.0892116e-04],[9.999526e-01 4.740203e-05],"[5.7509151e-06 1.2513771e-04 4.7175987e-03 2.9624009e-01 5.5371475e-01
 1.4063525e-01 4.4671539e-03 8.8871464e-05 5.3445833e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143697_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[0.0499941  0.10075244 0.82117844 0.00124018 0.01358299 0.00856694
 0.00468481]",[0.19065668 0.36077297 0.11367997 0.33489043],[9.9999791e-01 2.0748612e-06],"[2.8986506e-07 9.0859758e-06 1.0089967e-02 6.5190291e-01 2.9059404e-01
 4.3449406e-02 3.7947439e-03 1.5693701e-04 2.6743473e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143786_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.13444954 0.00584141 0.4514092  0.00197636 0.00892856 0.00173717
 0.3956578 ]",[0.64245033 0.08306824 0.25779942 0.01668208],[9.9999982e-01 1.7857823e-07],"[6.7757476e-08 1.3182938e-06 4.5890245e-03 8.2999265e-01 1.6194639e-01
 3.4112537e-03 5.6486679e-05 2.8671504e-06 2.4093040e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143895_face0.jpg,White,White,Male,20-29,"[9.9837887e-01 1.0008300e-06 1.7884263e-04 2.3342538e-06 6.1981609e-06
 2.0179300e-06 1.4306763e-03]",[9.9995446e-01 2.9550677e-06 5.1747884e-06 3.7380039e-05],[9.9999762e-01 2.3967311e-06],"[4.4026834e-08 2.7358662e-06 6.2861596e-04 5.0342804e-01 4.8773336e-01
 8.1835585e-03 2.3489245e-05 2.0547863e-07 5.7464407e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143945_face0.jpg,White,White,Male,30-39,"[9.8457843e-01 4.4986406e-05 3.4209797e-03 2.3726187e-05 8.7056716e-05
 5.6514993e-05 1.1788344e-02]",[9.9957377e-01 2.5918885e-04 3.1068077e-05 1.3596454e-04],[9.9999976e-01 2.5493654e-07],"[1.6643353e-08 2.5973924e-07 7.8913243e-04 4.1976759e-01 5.0836962e-01
 6.9563933e-02 1.4813748e-03 2.7690174e-05 2.8755036e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\143974_face0.jpg,White,White,Male,30-39,"[6.1654723e-01 8.3252194e-04 1.0718918e-02 8.3894320e-06 1.9790705e-05
 2.9854747e-04 3.7157461e-01]",[9.953307e-01 3.507900e-03 2.306533e-04 9.307350e-04],[9.9999547e-01 4.5124975e-06],"[2.0901348e-07 4.9392029e-06 4.5153860e-04 2.8281200e-01 6.9341862e-01
 2.3247251e-02 6.4823311e-05 6.0274954e-07 7.8659177e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\144006_face0.jpg,White,White,Male,30-39,"[7.7411395e-01 5.2873365e-05 3.5466511e-02 5.0297349e-05 6.0304785e-05
 4.5534987e-03 1.8570262e-01]",[9.9765372e-01 3.4111759e-05 3.4121716e-05 2.2779731e-03],[9.9989170e-01 1.0824437e-04],"[1.7428773e-07 1.3494969e-06 6.4021224e-05 4.1843098e-02 7.3073423e-01
 2.2631530e-01 1.0379184e-03 3.9232286e-06 3.9401971e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\144076_face0.jpg,White,White,Male,30-39,"[4.5920119e-01 7.4568903e-05 2.6964915e-01 2.6092975e-04 1.4636485e-03
 8.2734324e-02 1.8661624e-01]",[9.5747805e-01 8.4964653e-05 6.5173893e-03 3.5919644e-02],[9.9999839e-01 1.5935738e-06],"[5.00194938e-06 4.49695421e-04 1.09826354e-02 3.60982060e-01
 5.89239717e-01 3.82220484e-02 1.17964184e-04 8.17289731e-07
 8.47465742e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\144297_face0.jpg,White,White,Male,30-39,"[9.9988288e-01 1.4933786e-06 1.8003167e-05 2.6678430e-07 7.5153514e-07
 2.4233821e-06 9.4184514e-05]",[9.9988127e-01 3.8100625e-05 9.2195978e-06 7.1414775e-05],[9.9999380e-01 6.1643177e-06],"[4.2181709e-06 7.8349178e-05 1.5520065e-03 3.7183234e-01 5.8442110e-01
 4.1367464e-02 7.3662214e-04 7.4957597e-06 4.0200521e-07]"
