face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1387923_face0.jpg,White,White,Male,20-29,"[9.9831629e-01 5.6873287e-06 2.3258031e-04 2.0943980e-06 2.6320845e-06
 4.3597649e-07 1.4402556e-03]",[9.9995059e-01 2.8863786e-05 1.7929595e-05 2.5389279e-06],[9.9999964e-01 3.8662529e-07],"[1.9513310e-08 7.2349430e-05 3.9199820e-01 6.0001725e-01 7.8369509e-03
 7.4985495e-05 2.8737318e-07 4.2095780e-09 7.0032785e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1387924_face0.jpg,Latino_Hispanic,White,Male,20-29,"[4.1560289e-01 3.9916495e-03 4.6276706e-01 2.6149486e-04 6.8174361e-04
 1.0316243e-03 1.1566348e-01]",[0.8976843  0.05543826 0.04168021 0.00519725],[9.9997914e-01 2.0861724e-05],"[4.1584585e-06 5.1692309e-04 1.3615990e-01 7.1651644e-01 1.3801961e-01
 8.5927723e-03 1.8674825e-04 3.4945708e-06 4.7578990e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1387925_face0.jpg,White,White,Male,20-29,"[9.7334850e-01 1.7459573e-04 5.4799216e-03 7.4897043e-06 2.0408288e-05
 8.0813170e-06 2.0960955e-02]",[9.9885732e-01 9.7029028e-04 1.6076515e-04 1.1690966e-05],[1.000000e+00 1.782667e-08],"[1.13155686e-07 1.12241753e-04 7.20763728e-02 8.79939854e-01
 4.72666584e-02 6.02192886e-04 2.56434350e-06 3.75796283e-08
 4.96871599e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1387930_face0.jpg,Black,Black,Male,20-29,"[3.5131125e-06 9.9977773e-01 9.2237031e-05 1.8963770e-07 1.0231322e-05
 1.1319384e-04 3.0002329e-06]",[1.6769975e-05 9.9956626e-01 1.6275581e-04 2.5412947e-04],[9.9998349e-01 1.6504566e-05],"[2.58830113e-08 3.54090525e-06 8.42402410e-03 7.85597384e-01
 2.01255903e-01 4.68212878e-03 3.66325257e-05 3.19071802e-07
 1.36744225e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1388328_face0.jpg,Middle Eastern,Indian,Male,20-29,"[4.1356076e-02 3.9210019e-04 1.2378194e-01 4.6964077e-04 2.3140407e-03
 2.5295360e-02 8.0639082e-01]",[0.3511113  0.08512904 0.04850518 0.5152545 ],[9.9998307e-01 1.6892698e-05],"[1.5230802e-07 7.9262109e-06 2.9670682e-03 7.2562671e-01 2.6607466e-01
 5.3055799e-03 1.7646395e-05 2.3645653e-07 4.4517270e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1388341_face0.jpg,Black,Black,Male,40-49,"[7.7224482e-04 6.6584533e-01 6.4778537e-02 6.3431624e-05 1.4361900e-03
 2.6568118e-01 1.4230675e-03]",[3.5268505e-04 9.0367830e-01 2.1815159e-04 9.5750868e-02],[1.0000000e+00 7.3978286e-09],"[3.76566982e-06 4.12790287e-05 4.13764687e-03 1.31610900e-01
 3.06356728e-01 4.31655020e-01 1.20941035e-01 5.21170488e-03
 4.19652206e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1388529_face0.jpg,White,White,Male,10-19,"[8.94990921e-01 1.15795331e-06 5.01895731e-04 4.16793227e-05
 2.58811579e-05 7.29914427e-06 1.04431175e-01]",[9.9989080e-01 2.8015678e-05 1.9004423e-05 6.2244253e-05],[0.9879165  0.01208349],"[5.3424412e-07 9.7782910e-04 8.0766690e-01 1.7473976e-01 1.4927696e-02
 1.6152802e-03 6.4820997e-05 6.8707091e-06 2.6613179e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1388544_face0.jpg,Indian,Black,Male,10-19,"[0.00509621 0.26321205 0.10374611 0.00666281 0.12411343 0.4480101
 0.04915921]",[0.00517532 0.50889874 0.07376369 0.4121622 ],[9.9980283e-01 1.9716684e-04],"[3.0454746e-06 8.3883349e-03 8.2211363e-01 1.5504675e-01 1.2963545e-02
 1.4261452e-03 5.1344694e-05 6.8382037e-06 3.1581499e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1389689_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[1.2217131e-01 4.1156534e-02 6.7301685e-01 6.5186556e-04 3.9316379e-03
 5.4031704e-02 1.0504012e-01]",[0.39510074 0.5379806  0.01167402 0.05524471],[9.999879e-01 1.209337e-05],"[1.5631816e-05 1.2390792e-03 4.2948253e-02 7.9229212e-01 1.6063483e-01
 2.8495719e-03 1.9830179e-05 7.3347519e-07 1.9127503e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1389768_face0.jpg,Black,Black,Male,20-29,"[8.8023348e-03 5.2261430e-01 4.5330414e-01 2.4920556e-04 4.1732602e-03
 3.4334557e-03 7.4233133e-03]",[7.1687007e-04 9.9496371e-01 4.1145715e-04 3.9079390e-03],[9.9979752e-01 2.0251382e-04],"[6.0755286e-07 1.0791431e-04 1.8490262e-01 7.4823207e-01 6.3827373e-02
 2.8648728e-03 6.3122206e-05 1.3477492e-06 4.1219373e-08]"
