face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933434_face0.jpg,White,White,Male,10-19,"[4.3732867e-01 2.9521415e-04 2.6667994e-01 5.5980167e-05 3.0364125e-04
 8.3590538e-04 2.9450068e-01]",[0.9320285  0.02075976 0.00214743 0.04506433],[9.9999177e-01 8.1971975e-06],"[3.6579475e-08 4.4632095e-04 7.5218678e-01 2.4494214e-01 2.3977808e-03
 2.6797841e-05 8.7564018e-08 2.9212510e-09 5.6706775e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933641_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.1556312  0.00420118 0.7640151  0.00349625 0.02046274 0.00377709
 0.04841652]",[0.5764876  0.16366956 0.20078954 0.0590533 ],[1.0000000e+00 2.7463982e-09],"[1.0098028e-08 1.4999793e-05 3.7560813e-02 9.1136622e-01 5.0563049e-02
 4.9312803e-04 1.7775184e-06 2.0272946e-08 1.3158862e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933707_face0.jpg,White,White,Male,20-29,"[9.9869442e-01 1.1833939e-05 3.5073858e-04 1.1907908e-06 2.3457815e-06
 8.7337230e-07 9.3851332e-04]",[9.9983692e-01 1.5286393e-04 7.8621233e-06 2.3232838e-06],[9.9999970e-01 2.8599158e-07],"[1.1898770e-07 1.0198046e-04 6.4489365e-02 8.9888203e-01 3.6125343e-02
 3.9899943e-04 2.0963766e-06 4.0092740e-08 7.2146905e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933806_face0.jpg,Middle Eastern,White,Male,20-29,"[0.26269072 0.00038463 0.2512401  0.11564135 0.07730583 0.004373
 0.28836435]",[7.9821414e-01 7.9695834e-04 1.6955872e-01 3.1430185e-02],[9.9928653e-01 7.1340939e-04],"[7.5124369e-09 3.0337380e-05 4.6383959e-01 5.3153640e-01 4.5708809e-03
 2.2745478e-05 8.5289145e-08 4.9304947e-09 8.5183666e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933809_face0.jpg,Middle Eastern,Black,Male,20-29,"[5.7263859e-03 2.1692287e-04 4.7624670e-03 1.1291959e-06 8.7106000e-06
 1.1527707e-03 9.8813164e-01]",[0.18749204 0.4755185  0.00058698 0.33640254],[9.99988198e-01 1.17639765e-05],"[2.9547169e-07 2.3332503e-04 7.8508869e-02 8.3171809e-01 8.8347904e-02
 1.1883306e-03 3.1495258e-06 5.6007803e-08 9.8247732e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933832_face0.jpg,Middle Eastern,White,Male,20-29,"[4.3093432e-02 1.0065075e-04 3.8178060e-02 6.0178763e-06 5.1569339e-05
 1.8356413e-02 9.0021384e-01]",[0.815583   0.0136848  0.00107518 0.16965704],[9.9999976e-01 2.2313483e-07],"[2.3705422e-08 2.3271441e-05 1.6971750e-02 9.5735258e-01 2.5603456e-02
 4.8822112e-05 3.5993782e-08 8.3487089e-10 1.1297698e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\933833_face0.jpg,Black,Black,Male,20-29,"[1.5685544e-07 9.9999839e-01 1.1056042e-06 3.6917522e-10 1.0751279e-08
 2.6819330e-07 9.5949069e-08]",[2.6610789e-07 9.9999911e-01 2.5332952e-07 3.4383595e-07],[9.9999750e-01 2.4307606e-06],"[3.7148016e-08 4.3788765e-05 3.5852425e-02 8.4749407e-01 1.1490747e-01
 1.6959658e-03 6.1850224e-06 6.5687651e-08 3.1214369e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934228_face0.jpg,Black,Black,Male,20-29,"[2.4746150e-06 9.9982500e-01 2.0051999e-05 7.6479870e-07 9.0540825e-06
 1.3786688e-04 4.7867647e-06]",[5.9855588e-06 9.9993569e-01 2.7810573e-05 3.0510399e-05],[0.9953343  0.00466567],"[8.9418762e-07 8.4063964e-04 4.0033691e-02 5.8797997e-01 3.6083329e-01
 1.0230152e-02 8.0517231e-05 7.7914001e-07 3.7680898e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934229_face0.jpg,Black,Black,Male,30-39,"[2.2547377e-07 9.9999219e-01 4.0330247e-06 4.9455604e-09 3.5217749e-08
 3.4145037e-06 1.0880708e-07]",[1.8193765e-07 9.9999839e-01 9.2064283e-07 4.4552073e-07],[0.99892956 0.00107044],"[3.8405208e-08 1.9420370e-06 2.8499623e-03 3.4544697e-01 5.0953686e-01
 1.3879697e-01 3.3417724e-03 2.4944193e-05 4.4014129e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934230_face0.jpg,Black,Black,Male,20-29,"[9.5230399e-04 8.6420316e-01 9.0986565e-02 8.1893064e-05 5.2399961e-03
 3.7956078e-02 5.8006559e-04]",[0.00195606 0.68535095 0.00521804 0.30747494],[9.9999958e-01 4.4081688e-07],"[3.8134723e-07 2.1166459e-05 1.7939528e-02 7.9824203e-01 1.7538597e-01
 8.1454609e-03 2.5829417e-04 7.0339065e-06 1.4827337e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934231_face0.jpg,Black,Black,Male,20-29,"[1.0479790e-03 9.1663319e-01 4.4726085e-02 7.3705638e-07 2.9666668e-05
 3.5693739e-02 1.8686962e-03]",[6.1874925e-05 9.8191893e-01 1.7309487e-05 1.8001864e-02],[9.999972e-01 2.820073e-06],"[3.63024313e-08 3.31907613e-05 3.61454524e-02 8.38597357e-01
 1.22974090e-01 2.23424938e-03 1.54045920e-05 1.12899905e-07
 1.70052872e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934232_face0.jpg,Black,Black,Male,20-29,"[9.2382070e-06 9.9308616e-01 9.2849549e-04 3.2697731e-06 2.4943936e-04
 5.1593473e-03 5.6412414e-04]",[4.4026070e-05 9.9808985e-01 2.3080250e-04 1.6353491e-03],[9.9999988e-01 1.0821756e-07],"[3.0614967e-06 1.9870286e-03 1.0820110e-01 7.5342172e-01 1.3060643e-01
 5.7216529e-03 5.6809884e-05 2.1647136e-06 5.5007490e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934233_face0.jpg,White,White,Male,20-29,"[9.9787748e-01 3.9947686e-06 4.1722145e-04 2.0424032e-07 8.7471346e-07
 1.8622911e-06 1.6984285e-03]",[9.9998027e-01 4.4507224e-06 3.0299102e-06 1.2269241e-05],[9.999999e-01 1.188236e-07],"[6.9896435e-09 3.2515793e-06 6.8217758e-03 8.7708014e-01 1.1419003e-01
 1.8978196e-03 6.9363250e-06 7.2414124e-08 9.3728159e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934235_face0.jpg,Black,Black,Male,30-39,"[2.8493540e-07 9.9999154e-01 5.5913542e-06 5.1916558e-08 3.6195803e-07
 1.8680546e-06 2.3124448e-07]",[5.6169551e-07 9.9998182e-01 6.2254790e-06 1.1305088e-05],[9.9999481e-01 5.1903658e-06],"[1.5771661e-07 7.5606608e-06 2.9835145e-03 4.3394375e-01 4.5825922e-01
 1.0134295e-01 3.4121543e-03 4.8066689e-05 2.6941534e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934237_face0.jpg,Black,Black,Male,20-29,"[2.4276849e-07 9.9999321e-01 5.1325887e-06 8.7571617e-10 2.0067821e-08
 1.2668546e-06 1.8490687e-07]",[7.7271842e-08 9.9999964e-01 5.6758605e-08 1.4387936e-07],[9.9999976e-01 1.7136847e-07],"[3.86582251e-08 9.28922236e-06 7.91938789e-03 7.78966069e-01
 2.02619046e-01 1.03938505e-02 9.07632784e-05 1.47179389e-06
 7.55812266e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934238_face0.jpg,White,White,Male,20-29,"[7.2308284e-01 3.4870653e-05 5.9597529e-02 2.2063528e-05 9.0651476e-05
 3.8820643e-03 2.1329007e-01]",[9.8361295e-01 1.3399469e-04 2.0760921e-04 1.6045490e-02],[9.9924892e-01 7.5107696e-04],"[1.3033666e-07 1.0087768e-05 1.0745003e-02 6.6966516e-01 3.1260332e-01
 6.9459849e-03 2.9892260e-05 3.8384110e-07 8.5220773e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\934249_face0.jpg,White,White,Male,20-29,"[5.8297479e-01 9.5518219e-04 3.7764242e-01 2.9877570e-04 7.3271798e-04
 2.4486827e-03 3.4947321e-02]",[0.96784556 0.01191131 0.00295635 0.01728673],[9.9959695e-01 4.0306165e-04],"[1.4741664e-06 1.6949083e-05 1.5849840e-02 5.2403271e-01 4.1430163e-01
 4.5029350e-02 7.5906608e-04 8.9297255e-06 1.0995241e-07]"
