face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129505_face0.jpg,White,White,Male,30-39,"[7.6914698e-01 1.8093016e-04 1.8903079e-02 2.3258895e-06 1.2427425e-05
 7.7505953e-05 2.1167675e-01]",[9.997820e-01 9.840894e-05 7.033813e-05 4.928245e-05],[9.9995458e-01 4.5392913e-05],"[3.2156276e-08 4.6118063e-07 7.5042446e-04 2.6616660e-01 6.3868034e-01
 9.1294482e-02 3.0714318e-03 3.5798028e-05 4.5691758e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129629_face0.jpg,Latino_Hispanic,White,Male,20-29,"[7.3746674e-02 4.1959257e-04 6.9051397e-01 1.7566014e-04 9.6225430e-04
 9.9330386e-03 2.2424875e-01]",[0.88334507 0.00931163 0.00412171 0.10322153],[9.9998879e-01 1.1224035e-05],"[1.08615004e-05 1.29287923e-03 7.94310346e-02 6.19917035e-01
 2.89943844e-01 9.34393611e-03 5.92383039e-05 1.19702668e-06
 1.38485365e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129724_face0.jpg,White,White,Male,30-39,"[7.8801650e-01 2.8490671e-04 4.8752040e-02 3.1557622e-05 8.9598449e-05
 5.2956077e-03 1.5752982e-01]",[9.3395102e-01 1.2398557e-03 6.0883298e-04 6.4200349e-02],[9.999683e-01 3.168851e-05],"[5.14540807e-06 1.16054645e-04 2.64688372e-03 3.13236326e-01
 6.17335916e-01 6.60041943e-02 6.47761917e-04 7.53862923e-06
 1.44288379e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129861_face0.jpg,White,White,Male,30-39,"[6.0014296e-01 4.5732493e-04 8.2875028e-02 4.3600903e-05 8.7922497e-05
 8.8042562e-04 3.1551278e-01]",[9.9566519e-01 4.6616819e-04 3.5217725e-04 3.5164494e-03],[9.9999756e-01 2.4393000e-06],"[1.0969174e-05 1.8794020e-04 2.8349669e-03 2.3859829e-01 6.9544089e-01
 6.2519684e-02 4.0363651e-04 3.6506960e-06 3.4351711e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129865_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.17497143 0.00115322 0.5800273  0.00090573 0.00419259 0.02171066
 0.21703918]",[0.800655   0.00787579 0.0124428  0.1790264 ],[9.9999940e-01 6.5226857e-07],"[5.0555104e-07 3.5498761e-05 7.6732486e-03 6.6168052e-01 3.2435551e-01
 6.2269038e-03 2.7476221e-05 3.6990929e-07 4.1145678e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129874_face0.jpg,Middle Eastern,White,Male,30-39,"[1.7463133e-01 1.7089631e-02 2.8463313e-01 9.9359379e-05 5.2961358e-04
 3.8891789e-03 5.1912773e-01]",[0.8913975  0.08540724 0.01882864 0.00436663],[9.9999964e-01 3.4967081e-07],"[7.0343953e-07 1.4287708e-05 5.1433430e-04 2.5619927e-01 7.0303231e-01
 4.0031116e-02 2.0556328e-04 2.3460714e-06 2.7046312e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129916_face0.jpg,White,White,Male,20-29,"[9.8888636e-01 1.7879680e-05 3.0729531e-03 6.1155051e-06 1.4577314e-05
 9.8745135e-05 7.9034185e-03]",[9.9472457e-01 1.4310363e-03 1.0542076e-04 3.7389221e-03],[9.9998951e-01 1.0503392e-05],"[3.1503035e-07 1.8736107e-05 5.6511993e-03 6.1957109e-01 3.5547769e-01
 1.9102043e-02 1.7750752e-04 1.4594470e-06 3.0417866e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129926_face0.jpg,White,White,Male,20-29,"[5.1589155e-01 2.1226716e-03 2.4586355e-02 2.6302501e-05 1.8944005e-04
 9.3084323e-04 4.5625284e-01]",[9.7758734e-01 1.4603178e-02 5.8217230e-04 7.2273551e-03],[9.999960e-01 3.994751e-06],"[3.40628702e-07 1.29011605e-05 2.24110973e-03 5.64656734e-01
 4.22692060e-01 1.03239641e-02 7.17282383e-05 1.16213084e-06
 2.59791229e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\129927_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.12223884 0.00160247 0.45035094 0.00063613 0.00156436 0.02250263
 0.4011046 ]",[0.8452358  0.034603   0.01875833 0.10140282],[9.9995840e-01 4.1670188e-05],"[4.5546749e-05 6.2475778e-04 9.3825879e-03 5.2067393e-01 4.4301021e-01
 2.5963286e-02 2.9423702e-04 5.4028660e-06 9.6862536e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\130111_face0.jpg,White,White,Male,20-29,"[9.9966687e-01 1.7971082e-06 2.8115819e-05 5.5811914e-05 9.8706099e-05
 2.1677262e-07 1.4826568e-04]",[9.9760324e-01 3.6630512e-04 2.0284322e-03 1.9709769e-06],[9.9999708e-01 2.8724012e-06],"[1.9403769e-08 8.8643383e-06 1.7953157e-02 8.8116199e-01 9.9705003e-02
 1.1588611e-03 1.1870958e-05 2.0585641e-07 1.0826170e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\130181_face0.jpg,White,White,Male,40-49,"[7.5174266e-01 1.0944642e-02 2.0665954e-01 7.0897354e-06 4.1545500e-05
 5.5535524e-03 2.5050964e-02]",[9.6469128e-01 3.3913914e-02 1.4692976e-04 1.2478500e-03],[9.9999225e-01 7.7546629e-06],"[3.6031954e-06 8.5332995e-06 2.8269211e-04 1.6966715e-02 2.5200355e-01
 5.1331931e-01 2.1374437e-01 3.6370934e-03 3.4156579e-05]"
