face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100206_face0.jpg,White,White,Male,20-29,"[9.9370080e-01 5.3425157e-07 1.0786799e-03 1.8385494e-05 2.4108500e-05
 1.7691332e-04 5.0006635e-03]",[9.9749166e-01 1.5686188e-05 1.2616346e-04 2.3664148e-03],[9.999907e-01 9.294614e-06],"[4.63095056e-08 9.59608042e-06 1.46273980e-02 8.72356474e-01
 1.11758396e-01 1.24531449e-03 2.78943389e-06 2.15491731e-08
 4.83417195e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100382_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[3.4876890e-02 1.4152685e-01 6.5569216e-01 5.1614334e-05 2.0278946e-03
 6.4277530e-02 1.0154713e-01]",[2.2137530e-02 9.6315664e-01 6.8036868e-04 1.4025477e-02],[9.9999970e-01 2.6695025e-07],"[9.4579429e-09 5.2323861e-07 1.0431921e-03 7.0703650e-01 2.8957143e-01
 2.3436141e-03 4.6391492e-06 4.1266969e-08 5.5474292e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100389_face0.jpg,White,White,Male,20-29,"[9.9896204e-01 5.8295524e-07 2.7665001e-04 1.9288173e-05 4.5975790e-05
 9.8493420e-06 6.8568852e-04]",[9.9913400e-01 3.6256228e-05 4.4752672e-04 3.8223769e-04],[1.0000000e+00 1.1505941e-10],"[2.6499495e-07 6.7496396e-05 7.7543661e-02 5.6260383e-01 2.9175270e-01
 6.5635599e-02 2.3702409e-03 2.6087417e-05 1.2384403e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100408_face0.jpg,White,White,Male,20-29,"[9.9309450e-01 1.2960499e-05 6.0437713e-04 8.2074512e-06 2.8694931e-05
 6.2030143e-05 6.1892029e-03]",[0.99375993 0.00159343 0.00108476 0.00356188],[1.000000e+00 2.361269e-08],"[6.1970859e-08 1.9409606e-06 2.9199680e-03 6.6198438e-01 3.1425536e-01
 2.0401163e-02 4.3227375e-04 4.8109423e-06 5.8217068e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100412_face0.jpg,White,White,Male,30-39,"[9.9131542e-01 2.1422076e-05 1.4922563e-03 3.7559724e-07 2.3388370e-06
 7.7092009e-05 7.0911702e-03]",[9.9619824e-01 2.9772830e-03 2.2839455e-05 8.0168236e-04],[9.9999917e-01 7.9578098e-07],"[1.6116026e-08 2.1863298e-07 2.7214340e-04 2.9512912e-01 6.3644648e-01
 6.7243651e-02 9.0301700e-04 5.2738783e-06 7.0853396e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100564_face0.jpg,White,White,Male,30-39,"[9.8937267e-01 1.2668957e-04 4.7371167e-04 1.5722775e-07 8.5572196e-07
 1.9535506e-05 1.0006382e-02]",[9.9821943e-01 1.2532440e-03 9.4157818e-05 4.3313924e-04],[9.9999946e-01 5.7863264e-07],"[9.05665090e-08 1.12924829e-06 6.79690493e-05 5.84892072e-02
 7.77453065e-01 1.61916256e-01 2.06050510e-03 1.17545305e-05
 1.30199297e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100565_face0.jpg,White,White,Male,30-39,"[9.5520443e-01 1.0761413e-04 2.8073234e-03 3.3946908e-05 9.0330213e-05
 1.5895032e-05 4.1740365e-02]",[9.9893522e-01 4.5472404e-04 4.7541285e-04 1.3475346e-04],[9.9999982e-01 2.0173199e-07],"[7.9177164e-07 1.1634994e-05 1.4954776e-03 4.5891291e-01 5.2020431e-01
 1.9269465e-02 1.0280608e-04 2.5374441e-06 5.2975626e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100568_face0.jpg,White,White,Male,30-39,"[9.0658045e-01 3.7647838e-05 9.2924824e-03 2.0042683e-04 2.4643730e-04
 5.6834152e-04 8.3074212e-02]",[9.9930668e-01 1.9142113e-05 1.2544350e-04 5.4881611e-04],[9.9997401e-01 2.5970143e-05],"[9.9045310e-06 3.8411759e-05 5.5366982e-04 1.8162639e-01 7.7059960e-01
 4.6854939e-02 3.1379075e-04 3.2375699e-06 7.7571620e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100569_face0.jpg,White,White,Male,30-39,"[8.8289958e-01 3.7071394e-04 6.8412617e-02 3.0896455e-05 5.5635235e-05
 3.7203373e-03 4.4510216e-02]",[9.8796391e-01 1.7293586e-03 4.7511893e-04 9.8316707e-03],[9.999724e-01 2.765381e-05],"[8.8612722e-07 8.6153168e-06 2.2049178e-04 1.2457526e-01 7.7456903e-01
 9.9998362e-02 6.2422699e-04 3.0607562e-06 2.7944951e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100570_face0.jpg,White,White,Male,30-39,"[9.3696159e-01 2.4055575e-05 2.2123130e-02 6.9647016e-05 1.4068025e-04
 1.3072325e-03 3.9373580e-02]",[9.9843901e-01 3.4119032e-05 7.6965356e-05 1.4498199e-03],[9.9946201e-01 5.3798413e-04],"[1.1721414e-06 3.7799407e-05 2.5839193e-03 2.7110296e-01 6.7975193e-01
 4.6334606e-02 1.8574664e-04 1.8610310e-06 3.0901930e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100574_face0.jpg,Middle Eastern,White,Male,30-39,"[4.0646592e-01 2.5844488e-02 2.4301907e-02 4.7600229e-06 6.0457402e-05
 3.7753973e-03 5.3954703e-01]",[9.9336416e-01 4.7170478e-03 2.4768503e-04 1.6711497e-03],[9.9999982e-01 2.0296443e-07],"[2.02146089e-06 1.19455162e-05 3.26528214e-04 1.86162293e-01
 6.94036067e-01 1.13615796e-01 5.58165414e-03 2.57925014e-04
 5.65093660e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100578_face0.jpg,White,White,Male,20-29,"[9.1547710e-01 9.0210444e-05 4.7651600e-02 3.3708686e-06 1.7836624e-05
 2.4142099e-04 3.6518477e-02]",[9.9451011e-01 1.4214586e-03 1.1367025e-04 3.9547901e-03],[1.0000000e+00 2.1117465e-08],"[2.78334316e-08 1.24212124e-06 3.26723442e-03 5.25787830e-01
 4.37310547e-01 3.32023799e-02 4.27924533e-04 2.91038737e-06
 1.21245325e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100579_face0.jpg,White,White,Male,30-39,"[8.7315744e-01 2.0766775e-03 4.4978056e-02 1.0975623e-04 3.6099172e-04
 4.6950823e-04 7.8847587e-02]",[9.9845749e-01 8.2916924e-04 3.1786389e-04 3.9547993e-04],[1.0000000e+00 1.2216117e-08],"[1.1708539e-06 2.0512030e-05 2.5042738e-03 4.3407747e-01 5.1758200e-01
 4.4812903e-02 9.7979582e-04 2.1614918e-05 2.9075395e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100580_face0.jpg,Latino_Hispanic,Indian,Male,20-29,"[0.11189853 0.00652128 0.6742611  0.01077865 0.0229186  0.08908178
 0.08453999]",[0.3788214  0.02122365 0.06708127 0.53287363],[9.9999994e-01 1.1933706e-07],"[4.5814880e-07 4.9627870e-06 6.8932987e-04 5.5054283e-01 4.3600601e-01
 1.2699700e-02 5.5792425e-05 8.9727695e-07 9.1625951e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100621_face0.jpg,Black,Black,Male,20-29,"[1.0223775e-02 4.8364049e-01 3.8199797e-01 4.1905028e-04 9.0082064e-03
 6.9130085e-02 4.5580458e-02]",[0.00395453 0.94657177 0.00143923 0.04803449],[9.9999934e-01 6.3873847e-07],"[1.7467065e-06 6.6948407e-05 9.7014979e-03 7.7935028e-01 2.0722473e-01
 3.6288549e-03 2.5298408e-05 5.8778136e-07 1.5578124e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100637_face0.jpg,White,White,Male,30-39,"[9.9991375e-01 1.5499161e-06 1.5706548e-05 1.6875046e-07 3.5448036e-07
 6.5711384e-07 6.7833193e-05]",[9.9996960e-01 1.4860097e-05 4.3356595e-06 1.1229883e-05],[9.9996406e-01 3.5902238e-05],"[1.2424124e-07 1.5498529e-06 6.8877918e-05 5.1182989e-02 7.4956834e-01
 1.9701909e-01 2.1451807e-03 1.3366194e-05 4.8654283e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\100726_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[2.0427200e-01 4.1141373e-04 6.9371670e-01 1.1317676e-04 5.6356849e-04
 7.8913622e-02 2.2009488e-02]",[0.31721795 0.00577408 0.00117609 0.67583185],[9.9999958e-01 4.3406126e-07],"[9.9984641e-07 3.2922249e-05 1.2850582e-03 1.4662956e-01 7.5943553e-01
 9.2123531e-02 4.9039390e-04 1.9720324e-06 1.4427585e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101156_face0.jpg,White,White,Male,20-29,"[9.9409848e-01 9.0684107e-06 1.8202781e-03 2.8495461e-04 4.0557265e-04
 7.2202934e-06 3.3745952e-03]",[9.7020501e-01 6.2791473e-06 2.9770790e-02 1.7911794e-05],[1.0000000e+00 3.6792704e-09],"[2.0423138e-07 7.1241420e-06 7.0479116e-03 8.0613226e-01 1.8333237e-01
 3.4461191e-03 3.3518663e-05 4.7157232e-07 5.3027169e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101367_face0.jpg,White,White,Male,20-29,"[9.9823838e-01 1.6256477e-05 1.7112942e-04 1.8020397e-07 1.1335462e-06
 4.1513017e-06 1.5687980e-03]",[9.9925494e-01 2.9525696e-04 1.6449126e-04 2.8533343e-04],[9.9999809e-01 1.9235476e-06],"[1.6497086e-08 9.7663838e-07 7.2424166e-04 4.9318707e-01 4.7425565e-01
 3.1231271e-02 5.9397268e-04 6.6719258e-06 1.4662874e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101393_face0.jpg,White,White,Male,30-39,"[9.9057049e-01 7.0617156e-04 2.1651587e-03 6.3304185e-05 2.3825224e-04
 5.9547972e-05 6.1969054e-03]",[8.7329578e-01 1.2592325e-01 6.0725660e-04 1.7367127e-04],[9.9999720e-01 2.7794351e-06],"[1.7883178e-06 8.3287014e-06 8.0265041e-04 1.1905080e-01 6.3708198e-01
 2.1669802e-01 2.5124410e-02 1.2012357e-03 3.0839350e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101417_face0.jpg,Black,Black,Male,20-29,"[2.12105670e-06 9.99795318e-01 1.07187276e-04 2.88200575e-08
 1.57598060e-06 3.78209043e-05 5.58957072e-05]",[2.3893344e-06 9.9997264e-01 6.7868309e-06 1.8283892e-05],[9.9999994e-01 7.3407271e-08],"[2.0767972e-08 9.2576311e-06 1.5689733e-02 8.5547894e-01 1.2650998e-01
 2.3059179e-03 5.9997492e-06 8.1941295e-08 2.3182523e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101789_face0.jpg,White,White,Male,20-29,"[9.9820870e-01 4.6319351e-06 1.7356743e-04 4.5256184e-06 1.0904101e-05
 1.9500874e-06 1.5956719e-03]",[9.9956816e-01 1.5505542e-04 2.0335610e-04 7.3493175e-05],[9.9987519e-01 1.2479354e-04],"[2.6506012e-07 1.6504011e-05 2.1752466e-03 6.4088130e-01 3.5214385e-01
 4.7622020e-03 2.0355064e-05 3.3780455e-07 1.1397674e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101864_face0.jpg,Black,Black,Male,20-29,"[1.9344738e-05 9.9962729e-01 1.4190738e-04 5.9916253e-08 6.6181389e-07
 5.3383854e-05 1.5737528e-04]",[2.5000325e-06 9.9998897e-01 6.1532705e-07 7.9862666e-06],[9.9999881e-01 1.2108948e-06],"[1.3670250e-07 1.8964989e-05 1.1445103e-02 6.9254929e-01 2.7057567e-01
 2.4590086e-02 8.0139987e-04 1.9035286e-05 3.9113090e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101882_face0.jpg,White,White,Male,30-39,"[6.2447584e-01 4.1935095e-03 2.4634826e-01 4.1621061e-05 1.4226191e-04
 8.9275194e-03 1.1587103e-01]",[9.9349326e-01 1.3843247e-03 1.3965754e-04 4.9828086e-03],[9.999980e-01 2.060853e-06],"[5.8648152e-07 1.6445142e-06 1.9829470e-04 8.8040009e-02 7.5027734e-01
 1.5742274e-01 4.0228516e-03 3.6293823e-05 2.2846447e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\101999_face0.jpg,White,White,Male,30-39,"[9.99849319e-01 4.01869187e-07 3.08216986e-05 6.66711344e-08
 4.83959980e-07 6.24729637e-07 1.18220974e-04]",[9.9997991e-01 1.4950924e-06 5.8842647e-07 1.7986329e-05],[9.9999934e-01 6.5081764e-07],"[5.1359943e-09 3.1189430e-07 3.3997835e-04 3.8068181e-01 5.8513921e-01
 3.3668086e-02 1.6995578e-04 6.5564319e-07 1.0393028e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102077_face0.jpg,White,White,Male,30-39,"[5.5440646e-01 1.2043070e-02 1.3466984e-01 9.5628247e-06 4.6066187e-05
 4.9690828e-03 2.9385594e-01]",[8.9074111e-01 7.7191673e-02 2.7116804e-04 3.1796020e-02],[9.9999833e-01 1.6332906e-06],"[1.3080310e-06 1.1157968e-05 3.0577910e-04 1.3826147e-01 7.5254059e-01
 1.0787749e-01 9.9094026e-04 1.1142833e-05 1.6952468e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102280_face0.jpg,White,White,Male,30-39,"[9.8623294e-01 6.5762933e-06 9.3318016e-04 1.6225224e-05 4.3300894e-05
 4.6724494e-05 1.2721012e-02]",[9.995397e-01 7.287572e-05 7.229863e-05 3.151288e-04],[9.9999654e-01 3.5391722e-06],"[2.0828823e-08 4.2229809e-07 1.2599926e-04 2.8637302e-01 7.0262074e-01
 1.0862800e-02 1.6953023e-05 7.2199633e-08 2.0763957e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102624_face0.jpg,White,White,Male,20-29,"[8.6688167e-01 8.3696665e-03 8.6226396e-02 2.4093192e-03 9.9240374e-03
 3.2226220e-04 2.5866600e-02]",[0.75250435 0.22360578 0.01927847 0.00461134],[9.9997705e-01 2.2957840e-05],"[1.0370325e-06 2.9062499e-05 8.0901403e-03 6.5653938e-01 3.1082276e-01
 2.3685191e-02 7.5998774e-04 6.9974332e-05 2.4662766e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102626_face0.jpg,White,White,Male,20-29,"[9.4900346e-01 6.0041850e-05 6.9084442e-03 3.2492626e-06 1.7512593e-05
 1.8623099e-04 4.3821100e-02]",[9.9867982e-01 2.8950445e-04 3.9888506e-05 9.9094689e-04],[9.9998522e-01 1.4761537e-05],"[2.6865614e-06 1.8589935e-04 5.5205324e-03 5.2929854e-01 4.5399764e-01
 1.0962232e-02 3.2188429e-05 3.0583789e-07 7.7093514e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102703_face0.jpg,White,White,Male,30-39,"[9.8134750e-01 8.2571678e-05 4.2371741e-03 3.2448348e-05 1.6431561e-04
 4.2521468e-05 1.4093409e-02]",[9.9304670e-01 3.7514837e-03 2.4506848e-03 7.5120048e-04],[9.999844e-01 1.563562e-05],"[1.7868361e-07 1.0546044e-05 1.4048479e-03 4.4481441e-01 5.3568810e-01
 1.7985856e-02 9.4912961e-05 1.0504433e-06 2.9875640e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\102983_face0.jpg,Black,Black,Male,30-39,"[4.3388279e-03 5.9440964e-01 7.8493111e-02 8.6094815e-06 1.6198542e-04
 4.9302332e-02 2.7328557e-01]",[0.005861   0.8568672  0.00323543 0.13403639],[9.9999464e-01 5.3866024e-06],"[3.12901670e-06 1.60438649e-05 7.41238706e-04 5.33120148e-02
 5.53640664e-01 3.53404999e-01 3.78279462e-02 1.04329467e-03
 1.06543475e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\103012_face0.jpg,Middle Eastern,White,Male,30-39,"[3.4491989e-01 2.7459913e-03 1.4217007e-01 1.6068033e-04 5.7584053e-04
 2.4546734e-03 5.0697285e-01]",[0.9611552  0.0162084  0.00180545 0.02083098],[9.9997485e-01 2.5135527e-05],"[7.4066829e-06 3.5513058e-05 9.8983455e-04 1.3280448e-01 6.6066957e-01
 1.9881168e-01 6.5997397e-03 8.0555590e-05 1.2235763e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\103040_face0.jpg,White,White,Male,30-39,"[9.5323259e-01 1.0602455e-04 4.1478220e-03 1.3694949e-05 3.6998303e-05
 2.4402597e-04 4.2219006e-02]",[9.9978858e-01 8.3374311e-05 4.4365384e-05 8.3635627e-05],[9.999993e-01 7.499210e-07],"[4.4843298e-07 3.2278354e-06 4.1864719e-04 2.8987676e-01 6.6823500e-01
 4.1058522e-02 4.0168822e-04 5.5359378e-06 1.0810121e-07]"
