face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50054_face0.jpg,White,White,Male,20-29,"[9.9843055e-01 6.1887338e-05 5.5163301e-04 1.3414282e-06 4.3197010e-06
 3.9904344e-06 9.4629155e-04]",[9.9961019e-01 2.9368474e-04 3.0929052e-05 6.5239576e-05],[1.0000000e+00 3.9647173e-08],"[9.7182514e-08 7.1325790e-06 1.0039925e-03 5.1406515e-01 4.7265950e-01
 1.2204323e-02 5.9307793e-05 4.8857561e-07 9.1899306e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50070_face0.jpg,Black,Black,Male,30-39,"[8.5651554e-06 9.9710619e-01 3.8411640e-04 1.2842611e-07 7.5012294e-06
 2.3661582e-03 1.2733966e-04]",[1.5548689e-05 9.9539810e-01 3.1367272e-05 4.5550596e-03],[9.9999946e-01 5.4016573e-07],"[2.8816407e-06 4.0022864e-05 2.1561701e-03 1.7769328e-01 6.7463171e-01
 1.4253812e-01 2.8982540e-03 3.8579725e-05 9.8479575e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50273_face0.jpg,White,White,Male,30-39,"[4.3095899e-01 3.1487753e-03 3.6370376e-01 3.8916605e-05 6.2295847e-05
 1.4147627e-02 1.8793966e-01]",[9.4479573e-01 5.7632704e-03 4.9105013e-04 4.8950024e-02],[9.9999297e-01 7.0094211e-06],"[7.63208504e-07 6.56210523e-06 5.64732938e-04 1.83272719e-01
 7.08178103e-01 1.06612474e-01 1.35728775e-03 7.28992063e-06
 3.46374733e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50294_face0.jpg,White,White,Male,30-39,"[5.6408644e-01 1.4244223e-02 2.1679859e-01 3.4567005e-05 1.6567283e-04
 5.5322102e-03 1.9913828e-01]",[0.7758664  0.13920462 0.00318285 0.08174615],[9.9999768e-01 2.3490397e-06],"[3.6658560e-07 8.3676059e-07 6.3450570e-05 5.3744078e-02 7.6776767e-01
 1.7613879e-01 2.2613369e-03 2.3189492e-05 1.8298688e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50479_face0.jpg,White,White,Male,20-29,"[4.7022954e-01 7.2233053e-04 2.3314890e-01 2.2088333e-04 7.9098064e-04
 5.9344023e-03 2.8895289e-01]",[0.9564667  0.00256806 0.02418378 0.01678146],[9.9994838e-01 5.1628034e-05],"[2.1124856e-07 7.2104522e-06 2.5856690e-03 5.8153433e-01 4.0830684e-01
 7.5417520e-03 2.3800212e-05 2.7113242e-07 6.0232508e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50480_face0.jpg,White,White,Male,40-49,"[9.71244752e-01 1.39811473e-05 4.21093497e-03 1.05118306e-04
 1.66287457e-04 9.71112095e-05 2.41617914e-02]",[9.9809355e-01 3.3709512e-05 1.0272954e-03 8.4543653e-04],[9.9999696e-01 3.0327074e-06],"[3.4310415e-06 7.4003360e-06 5.7734275e-04 4.3647006e-02 4.2168126e-01
 4.7906646e-01 5.3751893e-02 1.2522984e-03 1.2813321e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50485_face0.jpg,White,White,Male,20-29,"[9.97411251e-01 1.08517070e-05 1.38420984e-03 1.34748393e-06
 1.37316492e-05 1.11891995e-05 1.16732274e-03]",[9.9933243e-01 4.1523471e-04 4.8375656e-05 2.0399853e-04],[9.9999905e-01 8.9415801e-07],"[1.8823055e-08 4.9693340e-06 2.8222192e-03 5.6743497e-01 4.2006668e-01
 9.6419649e-03 2.9028210e-05 1.8896463e-07 3.9588275e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50490_face0.jpg,White,White,Male,30-39,"[9.82218504e-01 2.54111364e-04 4.53349808e-03 9.43429841e-05
 1.83873984e-04 3.25422370e-05 1.26830805e-02]",[9.9781877e-01 1.7550973e-03 4.1387585e-04 1.2257228e-05],[9.9999994e-01 7.7670514e-08],"[1.7624687e-06 4.8061513e-05 1.8944977e-03 4.0114087e-01 5.7611120e-01
 2.0650651e-02 1.5086491e-04 1.9344309e-06 5.2679106e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50539_face0.jpg,White,White,Male,20-29,"[9.4966918e-01 4.1439391e-05 5.1542181e-03 2.7235280e-04 4.7795274e-04
 1.4398836e-04 4.4240806e-02]",[9.9966413e-01 5.4084427e-05 1.9358842e-04 8.8188805e-05],[9.9999648e-01 3.5095522e-06],"[4.1003210e-07 3.3401091e-05 1.9006092e-03 5.2433187e-01 4.6410367e-01
 9.6060280e-03 2.3865390e-05 1.8175294e-07 3.1935432e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\50713_face0.jpg,Middle Eastern,White,Male,30-39,"[1.8515632e-01 1.2154465e-03 3.6535710e-03 6.0688649e-07 7.1865775e-06
 6.3091086e-04 8.0933595e-01]",[9.7755450e-01 1.2525822e-02 5.4833409e-04 9.3713831e-03],[9.9999744e-01 2.5377601e-06],"[8.3210132e-08 1.8916139e-06 9.2646755e-05 7.1974397e-02 8.2894641e-01
 9.8129109e-02 8.4962859e-04 5.6457625e-06 1.0435566e-07]"
