face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553412_face0.jpg,White,White,Male,20-29,"[9.8896986e-01 3.7328916e-06 9.4712840e-04 4.1894749e-05 3.5113622e-05
 2.1695078e-05 9.9806376e-03]",[9.9881798e-01 3.2951811e-04 7.3343981e-04 1.1907703e-04],[9.9977046e-01 2.2955713e-04],"[3.5622782e-07 2.7063581e-05 2.6667069e-03 6.2474436e-01 3.6878535e-01
 3.7683684e-03 7.7902869e-06 6.2383805e-08 2.5668991e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553488_face0.jpg,Black,Black,Male,30-39,"[8.7407074e-08 9.9996942e-01 7.2001109e-07 5.3138365e-09 1.8066866e-07
 2.9398230e-05 8.8299274e-08]",[1.7489151e-07 9.9998611e-01 3.0781794e-06 1.0624448e-05],[9.999376e-01 6.243054e-05],"[1.3445040e-09 8.2324931e-08 3.1286618e-04 2.8089979e-01 6.5405542e-01
 6.3483097e-02 1.2400367e-03 8.4990515e-06 2.3101728e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553508_face0.jpg,Middle Eastern,White,Male,30-39,"[2.0896012e-01 9.4193511e-04 9.2825487e-02 3.2433937e-04 7.8045274e-04
 4.1047963e-03 6.9206285e-01]",[0.84516    0.06479274 0.00763592 0.08241134],[9.9995065e-01 4.9334027e-05],"[8.4241299e-07 1.6800945e-05 4.2284682e-04 2.0432776e-01 7.6258409e-01
 3.2565452e-02 8.1385981e-05 7.8564676e-07 1.4901323e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553606_face0.jpg,White,White,Male,30-39,"[9.5905560e-01 1.8108894e-04 5.9396024e-03 9.9815793e-07 3.5022340e-06
 1.4810314e-04 3.4671094e-02]",[9.9809909e-01 1.5478322e-03 3.6005440e-05 3.1708958e-04],[9.9999839e-01 1.5751426e-06],"[4.3246299e-08 4.3518634e-07 7.4059331e-05 8.5395738e-02 7.7210945e-01
 1.4095587e-01 1.4546395e-03 9.7346647e-06 8.9837044e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553686_face0.jpg,Black,Black,Male,20-29,"[4.5813658e-04 9.6457535e-01 1.3192058e-02 7.9276469e-07 3.6509307e-05
 4.8379404e-03 1.6899135e-02]",[1.9930767e-04 9.7357184e-01 1.1190103e-04 2.6116930e-02],[9.999307e-01 6.934392e-05],"[9.4263004e-07 8.6476968e-05 1.6031977e-02 5.5167067e-01 3.9856720e-01
 3.3033807e-02 5.9864938e-04 9.9952149e-06 2.6769993e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\553688_face0.jpg,White,White,Male,20-29,"[9.9693036e-01 4.1949306e-06 3.2617443e-04 4.3673349e-06 9.6931381e-06
 1.9547570e-06 2.7232547e-03]",[9.9903429e-01 3.7130254e-04 4.9774908e-04 9.6555152e-05],[9.9999988e-01 6.2626526e-08],"[3.94967437e-08 1.24042781e-05 5.24464548e-02 9.14700568e-01
 3.23795974e-02 4.56208480e-04 4.66442498e-06 1.04862615e-07
 1.44512347e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\555372_face0.jpg,Indian,Indian,Male,30-39,"[1.6581530e-03 1.6007448e-02 2.6342565e-02 1.4192468e-05 3.8650123e-04
 9.5200962e-01 3.5815365e-03]",[8.6693582e-04 7.3023655e-02 2.4539987e-03 9.2365539e-01],[9.9999952e-01 4.5461948e-07],"[6.5059105e-08 9.7782197e-07 1.3931043e-04 9.8350778e-02 7.3200017e-01
 1.6742106e-01 2.0696381e-03 1.7742732e-05 1.6511103e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\555386_face0.jpg,Black,Black,Male,20-29,"[4.4374121e-03 8.2151037e-01 1.6739936e-01 4.2372071e-06 7.6650445e-05
 5.1018707e-03 1.4699872e-03]",[4.7874326e-04 9.9468911e-01 4.4057200e-05 4.7880937e-03],[9.999946e-01 5.441027e-06],"[4.2218088e-07 4.3777472e-06 5.8313091e-03 5.1496500e-01 4.1797647e-01
 5.8734190e-02 2.4609212e-03 2.6942960e-05 3.7644236e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\555406_face0.jpg,White,White,Male,20-29,"[9.9788570e-01 5.8871007e-07 1.2352807e-03 7.2183320e-07 4.5567867e-06
 3.2052554e-05 8.4112876e-04]",[9.9977851e-01 1.4265436e-06 1.4631991e-05 2.0540337e-04],[9.9999970e-01 2.7445333e-07],"[4.0119797e-08 6.7159067e-06 1.4042836e-02 7.6291633e-01 2.0853834e-01
 1.4251912e-02 2.4134491e-04 2.4726050e-06 2.7339137e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\555540_face0.jpg,White,White,Male,20-29,"[5.9467673e-01 1.6098213e-03 1.5097480e-01 1.9723950e-05 1.6982733e-04
 2.6644834e-03 2.4988461e-01]",[9.6026355e-01 8.7715071e-03 9.2938868e-04 3.0035548e-02],[9.999991e-01 9.529455e-07],"[6.6123988e-08 2.6839789e-06 1.3657875e-03 5.4892665e-01 4.4006780e-01
 9.5964773e-03 4.0119292e-05 3.9759081e-07 5.2608566e-09]"
