face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000008_face0.jpg,White,White,Male,20-29,"[7.6137298e-01 1.1015183e-03 2.3273425e-02 1.0492372e-03 7.0061500e-04
 4.5563495e-03 2.0794593e-01]",[9.8907882e-01 2.8325347e-04 2.5145370e-03 8.1233839e-03],[9.9991649e-01 8.3492145e-05],"[4.7462436e-06 7.9483070e-05 1.0754655e-02 6.5737873e-01 3.2257020e-01
 9.1484413e-03 6.0879916e-05 2.6577638e-06 7.8693560e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000015_face0.jpg,Black,Black,Male,20-29,"[2.5650826e-07 9.9999559e-01 1.8263632e-06 3.3990069e-09 2.7626916e-08
 1.2886937e-06 1.0974260e-06]",[3.9080410e-07 9.9999422e-01 3.6191493e-06 1.7688246e-06],[9.9999964e-01 3.5818414e-07],"[8.0607060e-07 2.0435457e-04 5.9417146e-03 4.7818139e-01 4.7295168e-01
 4.2530853e-02 1.8799471e-04 1.1470743e-06 4.5864812e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000016_face0.jpg,White,White,Male,20-29,"[9.99982595e-01 2.82874879e-08 1.63706545e-06 1.08003505e-07
 2.19252371e-07 6.72239580e-08 1.52486937e-05]",[9.9999720e-01 2.3901694e-07 2.0758553e-06 4.2480866e-07],[9.9999726e-01 2.7815272e-06],"[5.1012892e-09 1.2356082e-06 1.3851809e-02 9.3934399e-01 4.6083849e-02
 7.1494025e-04 4.0386522e-06 3.9092939e-08 1.2047445e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000018_face0.jpg,White,White,Male,20-29,"[9.9832505e-01 7.5813665e-07 5.5683998e-04 1.0167368e-05 1.3122679e-05
 4.5201768e-06 1.0894259e-03]",[9.9977016e-01 5.6061617e-05 1.3789345e-04 3.5906862e-05],[9.9999774e-01 2.2831514e-06],"[2.7370974e-09 5.1137690e-06 7.2380640e-02 9.1825497e-01 9.3214521e-03
 3.7741531e-05 8.9277272e-08 9.5834984e-10 2.3447584e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000139_face0.jpg,Black,Black,Male,20-29,"[3.6442540e-05 9.9777114e-01 8.1982225e-04 2.1704807e-06 2.7647971e-05
 1.1324059e-03 2.1037560e-04]",[1.6562124e-05 9.9007577e-01 6.6686480e-04 9.2408471e-03],[0.9938454  0.00615455],"[4.5638758e-06 1.0643079e-02 4.4628736e-01 4.8929849e-01 5.1749565e-02
 1.9714786e-03 4.2684307e-05 2.6477117e-06 9.1714888e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000142_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[0.01237246 0.14105804 0.36140084 0.00337409 0.02163872 0.16550285
 0.294653  ]",[0.0032594  0.9634049  0.00765922 0.02567656],[9.999995e-01 4.956799e-07],"[8.3218126e-08 3.9137842e-05 3.8260549e-02 8.9525115e-01 6.5414682e-02
 1.0295602e-03 4.7522694e-06 1.2803781e-07 1.8013485e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000150_face0.jpg,Black,Black,Male,30-39,"[6.0069110e-06 9.9979162e-01 1.5096003e-04 1.5501643e-08 2.9732246e-07
 3.2281507e-05 1.8797564e-05]",[1.6483484e-05 9.9993223e-01 2.4699511e-05 2.6614762e-05],[1.0000000e+00 1.4264218e-08],"[7.2587204e-07 4.6027322e-05 1.6565119e-03 4.4927210e-01 5.1053858e-01
 3.8086511e-02 3.9467696e-04 4.7920444e-06 1.0143074e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000163_face0.jpg,White,White,Male,10-19,"[4.9749395e-01 1.1676744e-04 1.7896408e-01 7.1627763e-04 1.2634036e-03
 2.1786066e-02 2.9965949e-01]",[0.90642023 0.00349551 0.02326426 0.06681997],[9.9999642e-01 3.5890994e-06],"[1.1153778e-06 7.3762392e-03 8.8808167e-01 1.0333558e-01 1.1847216e-03
 2.0535665e-05 8.7058645e-08 6.0602194e-09 1.5530488e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000197_face0.jpg,White,White,Male,20-29,"[9.4056416e-01 8.4923377e-05 2.8889317e-02 2.7833925e-05 7.7421246e-05
 1.9977571e-04 3.0156568e-02]",[9.8789126e-01 6.4661383e-04 4.6344688e-03 6.8276324e-03],[9.999992e-01 7.639665e-07],"[6.2264952e-08 9.1762231e-06 1.4620275e-02 8.1714326e-01 1.6515680e-01
 3.0586228e-03 1.1707118e-05 1.6460197e-07 1.6639238e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000247_face0.jpg,Middle Eastern,White,Male,20-29,"[1.6893739e-01 5.2235596e-04 5.0925970e-02 9.7990051e-06 5.8834725e-05
 3.3873029e-03 7.7615833e-01]",[9.3998349e-01 1.8491263e-02 3.9629999e-04 4.1128922e-02],[9.9999994e-01 5.6358576e-08],"[2.87516002e-07 6.48363712e-05 1.25289559e-02 8.73510838e-01
 1.12193659e-01 1.69559021e-03 5.68146061e-06 1.00378834e-07
 1.05196907e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\1000252_face0.jpg,Black,Black,Male,20-29,"[3.5156479e-06 9.9991775e-01 4.9519909e-05 7.6356450e-08 2.3616381e-06
 2.0751433e-05 6.0132052e-06]",[1.5570029e-06 9.9997348e-01 1.7414512e-06 2.3235403e-05],[9.999997e-01 3.358487e-07],"[2.6663026e-08 4.2527503e-05 1.0343906e-01 8.5441595e-01 4.1256610e-02
 8.4009266e-04 5.5955707e-06 1.2959528e-07 5.3636251e-09]"
