face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\342909_face0.jpg,Black,Black,Male,30-39,"[1.1976302e-06 9.9989498e-01 4.7654172e-05 1.6736219e-07 9.0335807e-06
 4.5261982e-05 1.7551713e-06]",[8.5555320e-07 9.9998468e-01 4.8818097e-06 9.6253179e-06],[9.9999970e-01 2.7446512e-07],"[1.3307783e-07 9.5378473e-06 2.7900485e-03 4.4340396e-01 5.1993322e-01
 3.3595599e-02 2.6516704e-04 2.3207692e-06 9.9636765e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\342915_face0.jpg,Black,Black,Male,30-39,"[1.3477379e-03 7.8442240e-01 6.7307405e-02 1.3900365e-04 3.0876398e-03
 1.1554630e-01 2.8149566e-02]",[1.0538619e-04 9.7746849e-01 1.8877336e-03 2.0538425e-02],[9.9999565e-01 4.3838440e-06],"[2.8791070e-05 2.5733348e-04 2.8265899e-03 1.2986588e-01 5.2742088e-01
 3.1236994e-01 2.6455227e-02 7.4899569e-04 2.6353158e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\343013_face0.jpg,White,White,Male,20-29,"[9.70650077e-01 4.61285375e-03 7.97933806e-03 2.03379852e-04
 3.64999054e-04 1.21216646e-04 1.60682071e-02]",[0.97192955 0.0256858  0.00103272 0.00135185],[9.9999964e-01 3.5795406e-07],"[1.9355496e-06 4.8239111e-05 8.0741374e-03 5.1874548e-01 3.8167879e-01
 8.1386082e-02 9.5290737e-03 5.1936024e-04 1.6885182e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\343067_face0.jpg,Black,Black,Male,20-29,"[8.5673586e-05 9.7183073e-01 2.0414177e-02 1.2272929e-05 7.8949647e-04
 6.5742675e-03 2.9344836e-04]",[5.9640457e-05 9.9298751e-01 4.4945235e-04 6.5033906e-03],[9.9999994e-01 5.7821445e-08],"[1.0014119e-06 2.6206782e-05 4.1704271e-03 6.1207092e-01 3.5942274e-01
 2.3856042e-02 4.4398359e-04 8.4341691e-06 2.2518954e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\343907_face0.jpg,Middle Eastern,Black,Male,30-39,"[3.8725752e-02 2.6306195e-02 2.4973705e-01 7.1435446e-05 3.7780532e-04
 5.7453930e-02 6.2732786e-01]",[0.29761827 0.44672492 0.00360672 0.25205007],[9.9999899e-01 1.0099606e-06],"[4.6027408e-06 2.0962922e-04 2.2480397e-03 1.7100151e-01 7.2711831e-01
 9.8572560e-02 8.3882618e-04 6.4246483e-06 5.7928133e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\343971_face0.jpg,White,White,Male,30-39,"[7.0540291e-01 3.9480412e-03 6.4546727e-02 3.8154118e-04 1.1138634e-03
 5.6414446e-03 2.1896553e-01]",[0.58842254 0.36552486 0.01553057 0.03052199],[9.9999964e-01 3.0689981e-07],"[2.9259368e-06 1.1182843e-05 2.6253864e-04 1.5458620e-01 7.1513742e-01
 1.2817822e-01 1.7889795e-03 3.1916039e-05 6.3446595e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\344065_face0.jpg,Black,Black,Male,30-39,"[4.7555091e-06 9.9990612e-01 5.4752523e-05 1.0192509e-08 3.5708871e-07
 2.6779289e-05 7.1740856e-06]",[4.2948286e-06 9.9995273e-01 6.5981562e-06 3.6365975e-05],[1.0000000e+00 1.5092075e-08],"[7.2412274e-07 4.2660404e-06 3.9766319e-04 7.7226453e-02 4.6407288e-01
 3.8590336e-01 7.0410855e-02 1.9453467e-03 3.8397902e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\344129_face0.jpg,White,White,Male,30-39,"[7.3670286e-01 2.3785775e-04 9.7547993e-02 1.2754928e-04 2.0418526e-04
 4.4964161e-03 1.6068316e-01]",[9.8256665e-01 1.2478099e-02 8.5947569e-04 4.0957052e-03],[9.9995011e-01 4.9833816e-05],"[1.5777698e-06 1.5858299e-05 2.3453940e-04 7.7823579e-02 7.7558905e-01
 1.4564039e-01 6.8924524e-04 5.6033509e-06 5.9579449e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\344205_face0.jpg,Black,Black,Male,30-39,"[3.2535838e-05 9.9792415e-01 1.2904188e-03 1.7922271e-07 5.6235090e-06
 6.9090532e-04 5.6224028e-05]",[7.5687713e-06 9.9985677e-01 7.3461069e-06 1.2836648e-04],[9.9999988e-01 1.4800355e-07],"[3.6518824e-07 6.9285261e-06 1.2175780e-03 2.5102544e-01 6.4269203e-01
 1.0286907e-01 2.1647182e-03 2.3601262e-05 2.3072388e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\344751_face0.jpg,White,White,Male,30-39,"[7.62751698e-01 6.60474936e-04 1.33016452e-01 1.04779487e-04
 3.07124632e-04 1.32571883e-03 1.01833776e-01]",[0.9809118  0.00940455 0.00138974 0.0082938 ],[9.999958e-01 4.116365e-06],"[8.0338367e-08 2.3461873e-06 4.6415720e-04 2.2343701e-01 7.1651167e-01
 5.9271283e-02 3.1112618e-04 2.3141070e-06 1.8769470e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\344847_face0.jpg,Black,Black,Male,20-29,"[1.0057155e-03 9.0720773e-01 6.6980571e-02 9.9416015e-05 2.7605132e-03
 2.0641183e-02 1.3046855e-03]",[8.5498243e-05 9.9748528e-01 1.7513032e-03 6.7800062e-04],[9.999991e-01 9.702753e-07],"[1.9220860e-08 2.6515392e-05 5.9751838e-02 8.6166424e-01 7.7273227e-02
 1.2738947e-03 1.0031404e-05 2.2100605e-07 5.7117893e-09]"
