face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32493_face0.jpg,White,White,Male,30-39,"[4.9603140e-01 8.9479034e-04 4.6034703e-01 3.3908564e-04 2.2243632e-03
 2.1023251e-02 1.9140134e-02]",[0.8698639  0.00211874 0.00962793 0.11838941],[9.9999905e-01 9.3518707e-07],"[8.8929585e-07 1.8867078e-05 9.6689159e-04 1.7843315e-01 6.6766560e-01
 1.4970653e-01 3.1891798e-03 1.8814173e-05 1.5628652e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32606_face0.jpg,Middle Eastern,White,Male,20-29,"[1.4131020e-01 3.9222269e-04 2.0048266e-02 9.5638552e-06 4.8225702e-05
 1.1842833e-03 8.3700728e-01]",[9.9178874e-01 2.2783529e-03 3.5581840e-04 5.5770790e-03],[9.9999905e-01 9.9402621e-07],"[1.0962888e-05 1.0039832e-03 1.6474448e-02 7.1318918e-01 2.6163664e-01
 7.6595442e-03 2.4804533e-05 4.4028323e-07 7.4318169e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32673_face0.jpg,White,White,Male,30-39,"[9.6650630e-01 3.1693890e-03 7.5380648e-03 5.4016302e-05 1.3579387e-04
 1.6120986e-04 2.2435339e-02]",[9.9735332e-01 2.0961845e-03 2.2285091e-04 3.2765348e-04],[9.999664e-01 3.358975e-05],"[1.1540146e-04 2.2289339e-04 1.0126185e-03 1.1378692e-01 6.5178233e-01
 2.2317572e-01 9.4882343e-03 3.9879346e-04 1.7163729e-05]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32681_face0.jpg,White,White,Male,30-39,"[9.7549760e-01 8.8867346e-05 1.1878820e-03 6.2022987e-06 3.0629853e-05
 3.4119847e-05 2.3154637e-02]",[9.9908262e-01 5.2885892e-04 7.7883575e-05 3.1060688e-04],[9.9999577e-01 4.2356573e-06],"[4.5336819e-07 1.1640432e-05 8.9842547e-04 4.0340951e-01 5.8176506e-01
 1.3867582e-02 4.6788147e-05 5.2521557e-07 1.9801496e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32690_face0.jpg,Latino_Hispanic,White,Male,30-39,"[1.1817677e-01 2.5370200e-03 3.6513507e-01 2.1556173e-04 9.0081623e-04
 2.2321229e-01 2.8982249e-01]",[0.55027294 0.02213619 0.00411281 0.42347807],[9.9968225e-01 3.1768967e-04],"[5.4323082e-06 1.8435758e-05 2.7972303e-04 2.7017232e-02 5.6543034e-01
 3.9674869e-01 1.0433936e-02 6.5327949e-05 8.5361643e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32742_face0.jpg,Black,Black,Male,30-39,"[2.75928933e-08 9.99998629e-01 8.74362229e-07 1.01228592e-09
 1.87335036e-08 3.58058372e-07 1.02860994e-07]",[2.2849228e-07 9.9999696e-01 2.0808043e-06 7.5648364e-07],[9.9998772e-01 1.2249487e-05],"[4.6869630e-08 3.3002138e-06 2.5644512e-03 4.3652526e-01 5.0140142e-01
 5.8876686e-02 6.2174129e-04 6.6527446e-06 3.4475443e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32787_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[8.6726144e-02 5.6407306e-02 5.4639924e-01 3.1783486e-05 4.4635034e-04
 6.3676998e-02 2.4631214e-01]",[0.15492769 0.24752712 0.0025044  0.59504086],[9.9998653e-01 1.3511879e-05],"[3.5431097e-07 1.1285738e-06 2.0687976e-04 7.2980858e-02 6.7785513e-01
 2.3687151e-01 1.1866051e-02 2.1483090e-04 3.1984416e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32821_face0.jpg,Latino_Hispanic,Black,Male,40-49,"[0.01813058 0.20191413 0.62583244 0.00216793 0.01733476 0.08868165
 0.04593854]",[0.03643203 0.51875305 0.17205681 0.27275816],[9.9998999e-01 1.0006523e-05],"[3.2437855e-04 1.0377797e-03 1.0770058e-02 7.8053594e-02 1.6871744e-01
 3.9613041e-01 2.9378718e-01 4.9926911e-02 1.2522539e-03]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32893_face0.jpg,Latino_Hispanic,Black,Male,30-39,"[0.03390521 0.09966979 0.8407585  0.00112218 0.00702579 0.00393221
 0.01358624]",[0.10929493 0.7469298  0.1134725  0.03030277],[9.9996412e-01 3.5910944e-05],"[9.3208764e-06 6.9359914e-05 7.4554225e-03 2.8189188e-01 6.3050365e-01
 7.7529289e-02 2.5004698e-03 3.9929157e-05 6.8256321e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32897_face0.jpg,Black,Black,Male,30-39,"[2.8464203e-05 9.9927932e-01 2.5442909e-04 1.1429258e-07 1.2487994e-06
 1.9402873e-04 2.4245160e-04]",[8.2848790e-05 9.9973857e-01 8.7666467e-06 1.6980422e-04],[9.9999779e-01 2.1962467e-06],"[1.6627301e-06 1.7674798e-04 5.5724159e-03 2.6801026e-01 5.4911023e-01
 1.6859829e-01 8.3410088e-03 1.8392049e-04 5.4721968e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32965_face0.jpg,White,White,Male,30-39,"[6.2175548e-01 2.9762483e-03 1.6115379e-01 3.9370760e-05 1.9286433e-04
 3.8102362e-03 2.1007206e-01]",[9.9181205e-01 2.7598403e-03 8.3386200e-04 4.5943251e-03],[9.999681e-01 3.189674e-05],"[1.12728085e-05 5.93691184e-05 9.69825138e-04 1.34330705e-01
 7.01107979e-01 1.60482407e-01 2.98689282e-03 5.06477518e-05
 8.68662767e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32974_face0.jpg,Latino_Hispanic,White,Male,20-29,"[2.4562815e-01 1.9454568e-03 4.8382378e-01 3.0891548e-04 1.7419276e-03
 1.3989546e-02 2.5256231e-01]",[0.8974453  0.00662064 0.01125047 0.0846836 ],[9.999993e-01 6.940202e-07],"[3.3543802e-08 4.6929554e-06 3.1663936e-03 8.1770772e-01 1.7747450e-01
 1.6428990e-03 3.7261973e-06 4.2008203e-08 5.0672189e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32976_face0.jpg,Latino_Hispanic,White,Male,30-39,"[0.3218226  0.0025902  0.39102343 0.00063852 0.00092387 0.01746003
 0.26554143]",[0.9716654  0.01029585 0.00957018 0.00846848],[9.9963999e-01 3.5998793e-04],"[1.0130027e-05 5.2473781e-05 1.4047809e-03 1.7702498e-01 6.7247891e-01
 1.4604028e-01 2.9330165e-03 5.4217704e-05 1.1769367e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32985_face0.jpg,White,White,Male,20-29,"[3.71135354e-01 2.36975658e-03 3.45629781e-01 6.03917724e-05
 2.40949928e-04 1.08690355e-02 2.69694716e-01]",[9.8782170e-01 2.5828551e-03 3.5691654e-04 9.2385681e-03],[9.999088e-01 9.121253e-05],"[3.02711783e-07 8.53689835e-06 1.58343534e-03 6.09592021e-01
 3.84771317e-01 4.03647916e-03 7.83640098e-06 1.03845835e-07
 2.00097072e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\32993_face0.jpg,Middle Eastern,White,Male,20-29,"[5.2489102e-02 1.4883855e-02 2.0174074e-01 1.0703430e-04 3.6100243e-04
 2.6725277e-02 7.0369297e-01]",[0.4299464  0.17388578 0.00615651 0.3900113 ],[9.9999958e-01 4.0282126e-07],"[7.2003002e-07 1.7143520e-05 2.0550617e-03 5.4607695e-01 4.2980519e-01
 2.1814989e-02 2.2694844e-04 2.8436054e-06 3.8148915e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\33059_face0.jpg,Middle Eastern,White,Male,20-29,"[0.16634858 0.00138622 0.26373684 0.00093772 0.00237185 0.01561401
 0.54960483]",[9.8732936e-01 7.1244792e-04 9.3480689e-04 1.1023473e-02],[9.9989790e-01 1.0212109e-04],"[3.5150460e-05 8.6855411e-04 1.2325098e-02 4.9244991e-01 4.6795291e-01
 2.6129100e-02 2.3112443e-04 7.8759576e-06 2.8471956e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\33102_face0.jpg,Black,Black,Male,40-49,"[5.1375758e-07 9.9999011e-01 8.7308326e-06 7.4955544e-09 4.7120061e-08
 5.6051010e-07 1.7101127e-07]",[2.8611023e-06 9.9997956e-01 4.5205193e-06 1.3099374e-05],[9.9998891e-01 1.1044336e-05],"[2.15753403e-06 1.50748565e-05 8.92594631e-04 6.81433827e-02
 2.58105308e-01 4.97081071e-01 1.59442469e-01 1.52424350e-02
 1.07552065e-03]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\33381_face0.jpg,White,White,Male,30-39,"[9.8667234e-01 3.6423822e-05 1.5429942e-03 4.3335360e-05 8.0589343e-05
 2.3002036e-05 1.1601066e-02]",[9.9956089e-01 2.7083422e-04 4.7434689e-05 1.2089017e-04],[9.9999988e-01 1.4878417e-07],"[1.3208546e-06 1.5967527e-05 3.4611940e-04 1.9430257e-01 7.3488075e-01
 6.9800615e-02 6.4402435e-04 8.4670237e-06 2.0076011e-07]"
