face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\882699_face0.jpg,White,White,Male,20-29,"[0.47479382 0.00108439 0.38665602 0.0054152  0.01863488 0.00252825
 0.11088746]",[9.7356069e-01 6.9421245e-04 2.3035156e-02 2.7098593e-03],[9.9997085e-01 2.9193692e-05],"[7.3807945e-07 2.1051417e-05 7.2844778e-03 5.9619385e-01 3.8071495e-01
 1.5602007e-02 1.7902047e-04 3.8278995e-06 6.3381115e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\882730_face0.jpg,White,White,Male,20-29,"[9.9180388e-01 5.5718328e-06 4.1525671e-03 1.3632863e-04 9.1030219e-05
 3.7398506e-06 3.8068988e-03]",[9.9943119e-01 2.0958974e-04 3.5102043e-04 8.2134857e-06],[9.99999881e-01 1.16163186e-07],"[2.3022205e-08 4.1190033e-06 1.8256299e-02 8.6739492e-01 1.1164418e-01
 2.6831385e-03 1.7183458e-05 1.2619333e-07 9.6539821e-10]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883156_face0.jpg,White,White,Male,20-29,"[9.7785610e-01 1.8469349e-04 8.9294529e-03 1.0898804e-05 2.7671049e-05
 4.8685881e-05 1.2942429e-02]",[9.9978274e-01 1.4626456e-04 3.0424091e-05 4.0435047e-05],[9.9999934e-01 6.1590748e-07],"[4.6493619e-06 8.2618278e-04 5.2337371e-02 6.7266792e-01 2.6423082e-01
 9.8596141e-03 7.1752489e-05 1.6840060e-06 3.2801598e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883206_face0.jpg,White,White,Male,20-29,"[5.8867973e-01 8.5220308e-05 2.3407638e-01 2.9974880e-03 3.3459631e-03
 8.3899003e-04 1.6997625e-01]",[9.9033183e-01 1.4448518e-04 7.7280700e-03 1.7956458e-03],[9.9999708e-01 2.9400946e-06],"[1.5506183e-07 3.5215387e-05 7.7507272e-02 8.4629333e-01 7.5268440e-02
 8.9030218e-04 5.1762972e-06 1.2593495e-07 1.1196057e-09]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883262_face0.jpg,Black,Black,Male,30-39,"[6.3035696e-07 9.9995154e-01 3.0747564e-05 4.2280936e-07 5.5380751e-06
 1.0317497e-05 8.3025981e-07]",[7.0663918e-07 9.9993354e-01 4.3134882e-05 2.2625369e-05],[9.9997741e-01 2.2594215e-05],"[5.4190775e-07 1.3820350e-05 1.2758903e-03 3.6790612e-01 4.9726689e-01
 1.2914944e-01 4.3345061e-03 4.9402406e-05 3.3808828e-06]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883355_face0.jpg,Black,Black,Male,10-19,"[1.9200404e-06 9.9994266e-01 3.2944652e-05 2.0865306e-07 1.1345179e-06
 1.4719212e-05 6.4919559e-06]",[4.8247887e-07 9.9997997e-01 1.0833694e-06 1.8418317e-05],[0.92425364 0.07574636],"[3.1309764e-06 2.6627243e-02 8.8163179e-01 8.2832053e-02 7.9058548e-03
 9.6294167e-04 3.5040724e-05 1.7548301e-06 1.5720845e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883496_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.02266983 0.01758376 0.72384226 0.00090698 0.0062546  0.01048602
 0.21825658]",[0.36954692 0.14887087 0.34727046 0.1343117 ],[9.9999779e-01 2.1828077e-06],"[1.6792044e-06 4.8022412e-05 3.9884844e-03 6.4213681e-01 3.4399408e-01
 9.7658345e-03 6.3013576e-05 2.1069193e-06 3.4310791e-08]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883497_face0.jpg,White,White,Male,10-19,"[9.5697659e-01 9.6339400e-06 1.6130855e-02 2.7194221e-05 2.9169323e-05
 2.4931911e-05 2.6801629e-02]",[9.9961698e-01 6.1923689e-05 2.5428773e-04 6.6867440e-05],[9.9993062e-01 6.9370086e-05],"[1.7818688e-07 8.8571111e-04 6.9903761e-01 2.9766116e-01 2.3837257e-03
 3.1492356e-05 1.2451724e-07 3.9685322e-09 7.6154007e-11]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\883537_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[9.9071309e-02 1.0186561e-02 8.0913734e-01 1.4853427e-05 1.3689252e-04
 2.4099935e-02 5.7353128e-02]",[0.27466094 0.3463461  0.00175847 0.37723446],[9.9999988e-01 1.3750802e-07],"[1.4545305e-06 1.2456129e-05 4.9533499e-03 4.0508282e-01 5.1143509e-01
 7.5510137e-02 2.9227391e-03 8.1190199e-05 7.4844695e-07]"
D:\Uni\Ulm\Master\Hiwi-Forschung-und-Lehre\FairFace\detected_faces\884675_face0.jpg,White,White,Male,30-39,"[9.9956191e-01 4.0157884e-06 1.3956362e-04 5.5181278e-08 3.8479379e-07
 2.3222726e-06 2.9177489e-04]",[9.9975049e-01 1.4314674e-04 4.2276270e-06 1.0209706e-04],[1.0000000e+00 3.4109192e-08],"[5.9337189e-08 2.4437061e-06 3.9698512e-04 3.4666860e-01 6.3395834e-01
 1.8910976e-02 6.2300714e-05 3.2393683e-07 5.7447087e-09]"
